@relation 'vagrant-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R36,7,6,11,8,10,12,14,2,9,15,1,17,18,20,53'

@attribute requester {pearkes,kenorb,larsch,jtopper,altexdim,mwrock,amontalban,tpenguin,kamigerami,geo4orce,donaldguy,radarhere,interdev,evisboy,jzohrab,Eric-Guo,budhrg,oddtazz,snagy22000,sethvargo,rightsaidjames,krutcha,taurus-forever,erSitzt,mbrodala,pra85,evaryont,prateepb,kkremitzki,gavioto,williamonymous,tompscanlan,wjsager,mmickan,theengineear,daniel-sc,jlduran,cweagans,anatol,adamenger,velocity303,kamazee,sneal,gimler,gildegoma,kylegibson,michaldo,aqnouch,kriuz,petems,OmarIthawi,sschuberth,char16t,mitchellh,ianvanness,KaffeJunky123,metropolislights,geerlingguy,josephfrazier,kikitux,tomkins,captainill,tonyarkles,michaa76,rickard-von-essen,mkuzmin,chenz,reedloden,jharshman,rubenv,romulodl,timuralp,legal90,handlers,Panya,iamseth,ReadmeCritic,yoshiyaka,thachmai,signed8bit,oliviermeurice,fedorovdima,dmacvicar,amirbilu,Ingramz,invernizzi,dvorak,nikelmwann,aneeshusa,rogerhu,karthequian,dexterc,matthewcodes,gawbul,glamouracademy,gpkfr,jsyeo,htesligte,joseph-onsip,markus-perl,timotei,grafjo,javimuu,PatOShea,jcockhren,caleblloyd,electrofelix,knixeur,ctammes,iankronquist,janek-warchol,Fudoshiki,trivoallan,blueyed,bitprocessor,senglin,tbriggs-curse,justinlynn,tomfanning,jperville,loren-osborn,samphippen,philipwigg,krig,dharmab,myrjola,mirthy,phinze,jgoldschrafe,jrob,modernlegend,yanosz,konomae,dustymabe,ArloL,gajdaw,marc-ta,hubub,tknerr,glensc,cbednarski,issyl0,lonniev,JustinCampbell,pwnall,philoserf,tjanez,StefanScherer,cazzerson,mtwentyman,evverx,vbaskoff,driskell,Johntron,caseylang,benh57,bdwyertech,darkn3rd,pogliamarci,ievgenp,Mattias-,denisbr,jkburges,bheuvel,cristovaov,progamesigner,aidanhs,wkral,kaorimatz,densuke,adrianguenter,msabramo,dcbw,strzibny,oxygen0211,cisco87,jjasghar,ivuk,miguel250,peckpeck,alh84001,jeremyplichta,iNecas,Ryanbarnes420,chrisbaldauf,berendt,linyows,jim-minter,leocassarani,bergman,deviantintegral,c33s,mrahtz,mahnkong,agdula,taliesins,Stanzilla,dmangot,paul-krohn,brooksbrown,otagi,jfbibeau,frapposelli,purpleidea,bluehaoran,michaeldhopkins,notpeter,quirkey,stoned,thenewwazoo,randonn,jackywu,vvchik,ssugar,marsam,obnoxxx,MiLk,johnsonj,eidge,francisoud,follower,duro,aogail,Turbo87,Jamezz,valchonedelchev,timoguin,ibizaman,marxarelli,laetificat,trensen,edward010,davidsantoso,erwinvaneyk,hashar,choffee,agreenbhm,YpNo,mafrosis,tioteath,kev009,timsutton,frankbb,mixpix3ls,SchnWalter,channui,Scythril,terceiro,Keeguon,rgardler,aknrdureegaesr,blairham,radeksimko,alfonsodev,dragon788,simonjbeaumont,simonvetter,voxik,BlakeMesdag,clayallsopp,tomassrnka,thierrymarianne,clintoncwolfe,clinstid,hdeheer,windowsrefund,bvalerius,peterood,dcarley,fgrehm,johnclaus,AntonioMeireles,wkolean,simon3z,MobileWiseguyTX,mdirik,ermaker,tai-ga,lpabon,HerrBertling,databus23,willdurand,zmingee,maxlinc,tjouan,c0dxtr3m1st,frodenas,heydonovan,imjacobclark,joelhandwell,kalifg,tboettch,riquito,jquast,athak,oeuftete,svenXY,obfusk,michaeljb,malonecm,whitel,jcollins1991,aidanmorgan,maoueh,derdanne,julienvey,stephenwithav,jch,llamallama,ccutrer,philwrenn,KFishner,robkinyon,aspiers,Tarrant,cllns,konstantint,uchagani,awithersdd,jramnani,orenmazor,dimbleby,tmatilai,jschwarze,dlundgren,crypt1d,styro,danielsiwiec,davidjb,dannykansas,dup2,rogeriopradoj,ilucker,ebelew,mrwhelan,plu,matgnt,Xylakant,kbohnenberger,lunetics,chriskuehl,sprin,donckers,tboerger,mpoeter,jugglinmike,rtkrruvinskiy,abele,Gurpartap,jure,andytson,npvisual,igas,keithchambers,juliandunn,cdenneen,omehegan,simoleone,dmcrystax,gpoulin2,rclanan,sax,lsimons,jdmulloy,BackSlasher,s7726,sumkincpp,andrewmains12,ewigkeit1204,nmische,parisholley,justanshulsharma,acidum,gildub,fpletz,danielparks,synth3tk,b-dean,stvleung,emyl,stevemcc,vStone,EvanPurkhiser,ffrank,bbaugher,schauer,vassilevsky,aaadschutz,techtonik,amracks,keiths-osc,skeggse,sfx-public,Maks3w,BlackIkeEagle,dhoppe,cielavenir,akzhan,salimane,zr40,simono,bewiwi,KLVTZ,brettporter,calvinhp,ifnull,dougm,pdericson,PerilousApricot,az7arul,xstevecs,catsby,marnovdm,rockymadden,zigg,stonith,kalmanh,Freyskeyd,gpurkins,snowch,hippich,shtouff,cstrahan,targetx007,RabidGuppy,ramakrishnan,YungSang,agilebarbecue,goshakkk,szuliq,assens,takekazuomi,tupy,p0deje,cammoraton,felixrabe,also,sciurus,chr4,lamont-granquist,eykd,shadowfax-chc,JuanitoFatas,wtanaka,bclarkindy,benesch,javornikolov,bmcorser,ronnix,rasschaert,jingchan,jjshoe,mjfroehlich,brenttheisen,Mulkave,zeroem,bmorg,b-long,cuberri,zzamboni,timcooper,Arxisos,joanbarros,ndemonner,briandailey,odigity,davidkuridza,oscarrenalias,valioDOTch,philippfranke,pmenglund,miurahr,Coffee-fan,toooooooby,jaikdean,skoblenick,mattoxbeckman,ecoleman,novalagung,barrkel,skinofstars,mivok,justincwatt,pbitty,alimony,andyclarke,uwej711,cournape,rissem,jyggen,khiro,ex-nerd,freshteapot,mkremer,xraj,mway,schlamar,Fuhrmann,patrickheeney,bbinet,Krazylee,stormbrew,adamlazz,mafigit,johnbellone,ramondelafuente,mattes,johan-open-future,endemics,gldnspud,lheinlen-os,ajw0100,retr0h,kvilhaugsvik,eugeneware,shanegibbs,ryanuber,dstevenson,earnubs,elyast,gnawhleinad,mhahn,rmccue,danielbachhuber,maspwr,wouteroostervld,nickborromeo,frosario,chrischillibean,mpalmer,myoung34,seginoviax,morrizon,timgus,thanosa75,gustavobgama,masteinhauser,miketheman,glebm,smoyer,charlax,ryansb,joestump,graingert,lunohodov,sferik,jameydeorio,darthmuffins,MarcMeszaros,marcellodesales,picsolvebryan,tobiasbaehr,Ninir,Ninjamoose,oalders,Grunny,ampedandwired,martinezdelariva,acharlieh,adrianlzt,drpebcak,tnaoto,arthurnn,bbonamin,lndbrg,makern,scalp42,ShonM,mwarkentin,jpfuentes2,teaforthecat,mattalexx,till,bennlich,instilled,alangarf,ticosax,nikhilv,Sgoettschkes,athoune,elliotsegler,markpeek,millerdev,isaoshimizu,rconradharris,AJCStriker,phs,jaugustin,ziuchkovski,hatsuseno,andyfowler,canausa,tduffield,jeremyfelt,clintjhill,jackdesert,onejli,rimckenn,tmacedo,Schpidi,SpringMT,txchen,hikch,borgstrom,tehmaspc,catharsis,Tomdarkness,viq,sgronblo,3flex,virtuald,gwaldo,tuminoid,mpioli,copperlight,jeffasinger,jabclab,eggsby,ianheggie,jeremyquinton,daveloyall,grenade,czi,fcharlier,mrkafk,Caustic,PeteMichaud,bt5e,aleno,gregwork,mark-rushakoff,mikerowehl,tpltnt,Raman148,deltaroe,atomic-penguin,cmthornton,grepory,BreiteSeite,ndemoor,herdani,psi,beporter,gildas,erichelgeson,miguno,tsahara-iij,mlex,janth,shutej,Boohbah,ches,rajivr,ppp0,sevos,tejaycar,mcourtois,flozano,talexb,gwenci,michaelglass,StephenKing,erran,bmabey,tsugliani,tehranian,zvirusz,mpapis,znz,korya,Sauraus,nickanderson,saturnflyer,marcparadise,b2jrock,mightybs,commandtab,bdon,patcon,sthulb,koolhead17,benjixx,voronoipotato,mfournier,trlinkin,ngiger,scottmuc,jprosevear,tgarvey,kburwieck,davegudge,hecko,Aigeruth,dsesh,hwartig,ekalinin,wbates,tunix,econchick,jheise,drogerschariot,frankshearar,Loa,tawan,toretore,pronix,aszeszo,akalyaev,igorbonadio,cliles,Govinda-Fichtner,gilesbowkett,pmorton,johntdyer,gumayunov,hectcastro,nickrw,NeilW,raadad,cassianoleal,davidbirdsong,geetarista,onefrankguy,tobli,chorankates-sfdc,smdahlen,benprew,schisamo,jimmycuadra,jefflab,wormzer,wenlock,neil477,davedevelopment,jedvardsson,kentaro,janschumann,hmalphettes,rubbish,yujiorama,uggedal,nickchappell,martoe,lucaspiller,curzonj,masm,whiteley,aaa572,jblaine,grosser,frsantos,johnbarney,erikh,phunehehe,erictip,ereslibre,hh,ithinkihaveacat,samet,lolindrath,pastafari,dmajkic,magec,kainz,llonchj,yarikoptic,nicobrevin,eladroz,kbrock,rizzatti,ozanturksever,nwjsmith,jwhitley,hdorio,priestjim,jbraeuer,paulmars,chilicat,mattandersen,jasim,ryfow,morpheu,xiwenc,pbrisbin,gmsharky,jeremyd,lorello,obscurerichard,carlossg,paulv,petere,sbfaulkner,michaelthies,sl4m,YannRobert,gabetax,piavlo,smerrill,rrehbeindoi,julianhille,hugowetterberg,gaffo,Samuel29,danmidwood,bcwaldon,jtimberman,jmazzi,spk,benburkert,chipchilders,scoates,vaimo-wilko,mandarbarve,loe,conormcd,dansimau,5long,bobmaerten,marklap,jamtur01,jssjr,zsiddique,nathankleyn,muffs,videlalvaro,RLasinski,mattrobenolt,monvillalon,mxtthias,leth,oker1,kindjal,npeters,webcoyote,hollow,jmahowald,ryanlecompte,squarelover,jhf,LarsFronius,dbroeglin,nesQuick,rafmagana,bitprophet,calavera,theju,stevehodgkiss,andyl,skarab,dcolish,lorin,hvolkmer,Oakie3CR,rvermeulen,rtyler,andrewchalfant,withnale,mbbx6spp,wayneeseguin,jbochi,Achimh3011,dgholz,ndwns,ergonlogic,jjhuff,jsoriano,bobveznat,semarj,mephaust,straphka,jkutner,withnail,sroegner,mamciek,rtgibbons,jarmo,sigi,henare,sirl1on,zev,bgreenlee,richardiux,halcyonCorsair,LeftyBC,dgtized,hedgehog,paulsmith,cwarden,avit,russss,jbrown,lmars,alexey-chebotar,xuru,eriksencosta,mdellanoce,dizzyd,brycethornton,ticean,wjlroe,kevin1024,dctrwatson,ody,sjl,darrin-wortlehock,samerbuna,ambethia,mirell,josephholsten,tnm,brianloveswords,pelletier,xdissent,dax,simonsd,halcyon,gabemc,jeffrafter,pauln415,theaboutbox,RichardBronosky,svenfuchs,mlinderm,reset,nstielau,philips,ryansch,alanshields,mhorbul,stopdropandrew,bodepd,jwinter,wfarr,th34ut0m4t0r,rcreasey,patcoll,wsc,tonyla,TimDumol,morepanda,gammons,ramonvanalteren,jeffmccune,tail,aglarond,thbar,vishvananda,mdub,underlog,kvs,michaelbearne,mtrudel,evtuhovich,bpo,masterzen,tolbrino,lstoll,bnmrrs,scompt,dreamcat4,ctrabold,drnic,adamv,ankopainting,bixu}
@attribute num_commits numeric
@attribute description_length numeric
@attribute files_changed numeric
@attribute files_added numeric
@attribute files_modified numeric
@attribute src_files numeric
@attribute other_files numeric
@attribute created_at_day_turn {noite,madrugada,tarde,manha}
@attribute files_deleted numeric
@attribute src_churn numeric
@attribute created_at_week_day {terca-feira,domingo,sabado,quarta-feira,sexta-feira,quinta-Feira,segunda-feira}
@attribute new_entropy numeric
@attribute entropy_diff numeric
@attribute commits_to_hottest_file numeric
@attribute status {0,1}

@data
stoned,1,4,8,8,0,6,0,manha,0,150,terca-feira,37.414172,0.934904,0,1
mitchellh,6,23,20,5,15,16,1,noite,0,230,segunda-feira,93.705546,2.355112,76,1
mitchellh,8,84,16,5,11,14,1,noite,0,161,sabado,103.334991,2.611872,75,1
mitchellh,5,128,15,5,10,11,1,manha,0,218,sabado,84.779738,2.15532,71,1
miketheman,1,51,2,0,2,2,0,noite,0,12,sexta-feira,9.16187,0.233786,4,1
glebm,5,64,8,3,5,5,1,noite,0,51,quinta-Feira,56.459602,1.445262,28,1
tmatilai,2,54,2,0,2,2,0,manha,0,15,quinta-Feira,13.221695,0.338438,4,1
smoyer,1,237,2,0,2,2,0,madrugada,0,6,quinta-Feira,8.588503,0.21985,3,1
charlax,1,26,1,0,1,1,0,noite,0,2,quarta-feira,4.861682,0.124599,3,0
bbinet,1,14,1,0,1,1,0,noite,0,2,quarta-feira,4.12087,0.105613,2,1
mitchellh,16,38,57,14,41,52,1,manha,2,1598,quarta-feira,314.555617,8.167574,61,1
mitchellh,5,84,13,3,10,9,1,madrugada,0,350,quarta-feira,66.527054,1.733438,60,1
smoyer,1,79,1,0,1,1,0,noite,0,2,terca-feira,3.825081,0.099791,3,0
glebm,3,33,5,2,3,3,1,tarde,0,4,terca-feira,18.609549,0.4904,3,0
ryansb,1,35,2,0,2,2,0,madrugada,0,22,terca-feira,8.47959,0.223455,0,1
mitchellh,54,481,47,12,31,37,2,noite,4,2593,segunda-feira,551.497447,14.533096,53,1
joestump,1,45,1,0,1,1,0,noite,0,2,segunda-feira,4.659136,0.122778,5,1
graingert,1,6,1,0,1,1,0,tarde,0,2,segunda-feira,4.065381,0.107131,4,1
lunohodov,1,26,1,0,1,1,0,tarde,0,17,domingo,4.994558,0.131617,2,1
mitchellh,10,46,12,1,11,11,1,noite,0,142,sexta-feira,91.61788,2.417244,49,1
sferik,1,41,1,0,1,0,1,noite,0,0,sexta-feira,4.691224,0.123773,10,1
jameydeorio,1,4,1,0,1,0,1,madrugada,0,0,sexta-feira,4.252243,0.112473,47,1
ryansb,1,26,1,0,1,1,0,noite,0,2,quinta-Feira,4.565259,0.120753,0,1
darthmuffins,1,27,1,0,1,1,0,noite,0,2,quinta-Feira,3.675504,0.097219,14,0
seginoviax,3,15,12,6,0,4,0,madrugada,6,282,quarta-feira,56.283327,1.499754,0,1
MarcMeszaros,2,75,3,0,3,2,1,manha,0,8,sabado,12.694679,0.338308,42,1
tmatilai,1,12,1,0,1,1,0,madrugada,0,10,terca-feira,4.737076,0.126241,12,1
marcellodesales,1,15,1,0,1,1,0,noite,0,2,segunda-feira,4.378595,0.116688,3,1
picsolvebryan,3,87,1,0,1,1,0,noite,0,16,segunda-feira,9.284468,0.247428,15,0
tobiasbaehr,1,24,1,0,1,1,0,noite,0,1,domingo,4.532803,0.120798,2,1
Ninir,1,4,1,0,1,1,0,noite,0,2,domingo,4.62123,0.123155,1,1
tmatilai,2,30,3,0,2,3,0,tarde,1,27,domingo,8.620302,0.229729,6,1
tmatilai,1,14,3,0,3,2,1,madrugada,0,14,sabado,12.26084,0.326748,42,0
Ninjamoose,1,63,1,0,1,1,0,madrugada,0,4,sabado,4.635446,0.123534,5,1
tmatilai,1,44,4,0,4,3,1,tarde,0,12,sexta-feira,17.291078,0.460806,42,1
oalders,1,66,1,0,1,0,1,manha,0,0,sexta-feira,4.272102,0.113851,42,1
Grunny,1,17,1,0,1,1,0,tarde,0,2,quinta-Feira,4.393404,0.117083,0,1
purpleidea,1,66,1,0,1,1,0,noite,0,3,terca-feira,4.22166,0.112785,4,1
johnbellone,3,90,5,1,4,4,0,noite,0,209,terca-feira,33.938716,0.906697,3,1
phinze,1,170,2,0,2,2,0,madrugada,0,26,domingo,8.972449,0.239405,5,1
ampedandwired,1,41,2,0,2,2,0,manha,0,6,terca-feira,8.814909,0.235497,5,1
gildegoma,1,137,2,0,2,2,0,madrugada,0,8,terca-feira,9.204435,0.245903,13,1
martinezdelariva,1,8,1,0,1,1,0,noite,0,6,segunda-feira,4.699216,0.125848,4,0
acharlieh,2,68,3,2,1,3,0,tarde,0,93,segunda-feira,14.086692,0.37725,3,1
adrianlzt,1,52,1,0,1,1,0,noite,0,2,domingo,4.359199,0.116741,3,1
gildegoma,1,36,1,0,1,1,0,noite,0,38,sabado,4.754199,0.127319,8,1
drpebcak,1,29,1,0,1,0,1,manha,0,0,sabado,4.056761,0.10864,42,1
acharlieh,1,139,1,0,1,1,0,noite,0,9,domingo,4.853105,0.129969,3,1
tnaoto,1,10,5,4,1,5,0,noite,0,81,sexta-feira,21.669523,0.585144,2,1
arthurnn,2,24,1,0,1,3,0,noite,0,24,quinta-Feira,9.10497,0.245861,5,1
johnbellone,9,62,24,12,12,18,0,noite,0,1233,quinta-Feira,130.828666,3.532753,7,0
johnbellone,2,51,2,0,2,2,0,noite,0,7,quinta-Feira,4.182938,0.112951,0,1
bbonamin,1,5,1,0,1,1,0,tarde,0,2,quarta-feira,4.779037,0.129047,2,1
miketheman,1,23,1,0,1,1,0,manha,0,2,quarta-feira,4.888718,0.132009,4,1
lndbrg,1,2,1,0,1,1,0,madrugada,0,2,quarta-feira,4.38558,0.118422,0,1
makern,1,85,1,0,1,1,0,madrugada,0,10,quarta-feira,4.382179,0.11833,3,1
scalp42,1,6,1,0,1,1,0,noite,0,14,terca-feira,4.535471,0.122469,0,1
ShonM,1,15,1,0,1,1,0,madrugada,0,2,terca-feira,4.558681,0.123098,2,1
tmatilai,2,63,5,0,5,5,0,manha,0,41,segunda-feira,13.347192,0.357446,10,1
mwarkentin,1,9,1,0,1,0,0,madrugada,0,0,terca-feira,3.471907,0.093752,2,1
jpfuentes2,2,118,4,0,4,3,1,madrugada,0,34,terca-feira,17.442188,0.47099,40,1
phinze,1,58,4,0,4,4,0,madrugada,0,4,terca-feira,18.705008,0.505091,8,1
maspwr,2,87,3,0,3,3,0,manha,0,37,segunda-feira,8.665368,0.239111,14,1
teaforthecat,1,69,1,0,1,0,0,manha,0,0,segunda-feira,5.228878,0.144286,0,1
mattalexx,2,22,1,0,1,1,0,madrugada,0,2,domingo,4.591493,0.126703,3,1
tmatilai,1,62,2,0,2,1,1,madrugada,0,16,domingo,8.331057,0.229897,36,1
till,4,62,4,0,4,3,1,noite,0,36,sabado,4.80275,0.132533,11,0
tmatilai,1,31,1,0,1,1,0,madrugada,0,6,sabado,4.526152,0.124948,9,1
johnbellone,1,19,1,0,1,1,0,madrugada,0,2,sexta-feira,4.058899,0.112507,3,1
bennlich,1,7,1,0,1,1,0,noite,0,2,quinta-Feira,4.72639,0.131009,2,1
instilled,2,214,1,0,1,1,0,noite,0,33,quinta-Feira,9.003789,0.249573,0,1
alangarf,4,86,14,7,7,11,0,manha,0,437,quinta-Feira,66.804143,1.851724,9,0
tmatilai,1,48,1,0,1,1,0,manha,0,2,quinta-Feira,3.978342,0.110275,7,1
fgrehm,3,171,2,0,2,2,0,madrugada,0,22,sexta-feira,13.472222,0.371915,6,1
tmatilai,2,21,6,0,6,6,0,madrugada,0,16,quinta-Feira,25.319436,0.701821,13,1
phinze,1,50,2,1,1,1,0,noite,0,0,quarta-feira,9.729394,0.270095,0,1
fgrehm,2,110,1,0,1,1,0,madrugada,0,48,quinta-Feira,8.830173,0.244763,7,1
emyl,1,10,3,0,2,3,0,tarde,1,30,quarta-feira,8.998314,0.249799,7,1
emyl,1,13,3,0,2,3,0,tarde,1,25,quarta-feira,8.468333,0.235087,7,1
fgrehm,1,91,1,0,1,1,0,madrugada,0,4,quarta-feira,4.718971,0.1336,9,1
frosario,2,10,1,0,1,1,0,noite,0,4,terca-feira,9.156426,0.262037,0,1
johnbellone,2,113,3,0,3,2,0,manha,0,22,terca-feira,13.066972,0.362199,6,1
fgrehm,3,302,2,0,2,2,0,madrugada,0,14,terca-feira,8.884351,0.254251,0,1
mitchellh,11,28,12,0,12,11,1,manha,0,131,segunda-feira,67.630493,1.935437,25,1
emyl,1,57,7,3,4,7,0,tarde,0,237,segunda-feira,29.610478,0.847387,11,1
phinze,1,202,18,8,10,17,1,manha,0,160,domingo,81.384409,2.329045,28,1
ticosax,2,18,1,0,1,1,0,tarde,0,20,sexta-feira,4.09999,0.117332,8,1
fgrehm,2,293,3,0,3,3,0,manha,0,15,sexta-feira,8.696214,0.249187,1,1
phinze,1,61,2,1,1,2,0,madrugada,0,10,sexta-feira,9.026081,0.25864,7,1
nikhilv,1,4,1,0,1,1,0,noite,0,2,quinta-Feira,4.563611,0.130769,3,1
fgrehm,7,399,16,11,4,11,1,noite,1,782,quarta-feira,131.063189,3.760663,31,1
glensc,2,7,2,1,1,2,0,manha,0,25,quarta-feira,9.245719,0.265292,0,1
Sgoettschkes,2,55,2,0,2,2,0,madrugada,0,13,quarta-feira,8.778383,0.251874,4,0
athoune,1,63,1,0,1,1,0,tarde,0,1,terca-feira,4.350635,0.125165,0,1
phinze,1,158,9,5,4,9,0,noite,0,151,domingo,36.494443,1.059351,15,1
elliotsegler,2,7,1,0,1,1,0,manha,0,11,sabado,8.962298,0.26244,12,1
markpeek,1,41,6,0,6,6,0,madrugada,0,41,sabado,27.04489,0.791946,6,1
millerdev,1,33,1,0,1,1,0,noite,0,12,quinta-Feira,4.7143,0.138049,2,1
millerdev,1,34,1,0,1,1,0,noite,0,12,quinta-Feira,4.70812,0.137868,2,0
isaoshimizu,1,17,1,0,1,0,0,tarde,0,0,quinta-Feira,5.263964,0.154145,1,1
rconradharris,2,167,3,0,3,3,0,madrugada,0,22,quinta-Feira,21.830205,0.639255,130,1
phinze,1,10,1,0,1,1,0,noite,0,2,quarta-feira,4.394189,0.128675,2,1
AJCStriker,1,26,1,0,1,1,0,madrugada,0,2,quarta-feira,4.873801,0.14272,0,1
phs,1,1,1,0,1,1,0,manha,0,2,terca-feira,4.540637,0.132964,2,1
jaugustin,1,54,3,0,3,3,0,tarde,0,19,sabado,12.411612,0.36345,6,1
ziuchkovski,2,50,7,1,6,6,0,manha,0,351,quinta-Feira,30.446465,0.891565,5,0
hatsuseno,1,47,1,0,1,1,0,tarde,0,2,segunda-feira,4.103525,0.120164,5,1
andyfowler,2,191,2,0,2,2,0,madrugada,0,72,domingo,8.779085,0.257078,1,1
andyfowler,1,121,7,0,7,7,0,madrugada,0,34,domingo,27.113018,0.793952,4,1
andyfowler,1,69,1,0,1,1,0,madrugada,0,3,domingo,4.49748,0.1317,1,1
canausa,1,17,1,0,1,1,0,noite,0,4,quinta-Feira,3.938483,0.115331,3,0
emyl,1,41,1,0,1,1,0,tarde,0,5,quinta-Feira,3.843408,0.112547,2,1
tduffield,3,24,7,1,6,6,0,madrugada,0,705,quarta-feira,53.371417,1.562878,5,0
jeremyfelt,1,21,1,0,1,1,0,noite,0,4,terca-feira,4.466288,0.130787,2,1
clintjhill,1,16,1,0,1,1,0,noite,0,2,terca-feira,4.516639,0.132261,4,0
jackdesert,1,84,1,0,1,1,0,noite,0,4,domingo,4.491649,0.131529,2,0
onejli,1,4133,1,0,1,1,0,noite,0,8,sabado,4.599655,0.134692,0,1
rimckenn,1,44,1,0,1,1,0,tarde,0,2,sexta-feira,3.751694,0.109861,7,1
tmatilai,1,27,2,0,2,1,1,madrugada,0,8,sexta-feira,9.641608,0.282336,5,1
tmatilai,1,23,1,0,1,1,0,madrugada,0,3,sexta-feira,4.82678,0.141343,6,1
fgrehm,2,99,2,0,2,2,0,noite,0,9,terca-feira,13.243102,0.387798,6,1
emyl,1,45,1,0,1,1,0,madrugada,0,2,terca-feira,3.988502,0.116796,9,1
tmatilai,1,64,2,0,2,2,0,manha,0,17,segunda-feira,9.140564,0.267664,2,1
tmatilai,1,65,1,0,1,1,0,noite,0,9,domingo,4.098711,0.120023,3,1
tmacedo,1,59,2,0,2,2,0,manha,0,17,sexta-feira,8.407267,0.24619,3,1
BlackIkeEagle,1,40,1,1,0,1,0,manha,0,5,quinta-Feira,3.981255,0.116583,0,1
Schpidi,1,24,1,0,1,1,0,noite,0,5,quarta-feira,4.350051,0.127382,0,1
maxlinc,1,73,1,0,1,1,0,tarde,0,9,quarta-feira,4.505024,0.13192,2,1
SpringMT,1,32,1,0,1,1,0,tarde,0,8,terca-feira,4.329688,0.126785,1,0
BlackIkeEagle,2,100,2,0,2,2,0,manha,0,127,terca-feira,13.023014,0.38135,7,0
fgrehm,6,173,3,1,2,3,0,madrugada,0,116,terca-feira,41.454282,1.213897,3,1
canausa,1,4,1,0,1,1,0,tarde,0,5,segunda-feira,3.910317,0.114505,0,1
txchen,1,36,1,0,1,1,0,madrugada,0,1,segunda-feira,3.995894,0.117011,4,1
hikch,1,57,1,0,1,1,0,madrugada,0,2,segunda-feira,4.507208,0.131983,0,1
borgstrom,2,79,3,0,3,3,0,madrugada,0,74,sexta-feira,18.22669,0.533727,7,1
nmische,1,16,1,0,1,1,0,noite,0,2,quinta-Feira,4.887502,0.143119,10,1
timgus,1,68,1,0,1,1,0,tarde,0,16,quinta-Feira,4.231303,0.123903,2,1
tmatilai,2,30,2,0,2,2,0,noite,0,8,terca-feira,9.599623,0.28148,8,1
tehmaspc,1,13,1,0,1,1,0,madrugada,0,2,terca-feira,4.394823,0.129859,2,1
catharsis,1,20,1,0,1,1,0,manha,0,1,segunda-feira,4.609416,0.136199,2,1
gildegoma,1,54,4,0,4,3,1,madrugada,0,59,sabado,17.905987,0.529088,39,1
Tomdarkness,1,72,1,0,1,1,0,noite,0,22,sexta-feira,3.877375,0.114569,2,1
catharsis,1,29,1,0,1,1,0,tarde,0,2,sexta-feira,4.776929,0.141149,2,1
viq,1,20,1,0,1,1,0,tarde,0,2,quinta-Feira,4.403749,0.130122,9,1
sgronblo,1,210,2,0,2,1,1,manha,0,2,quinta-Feira,8.966069,0.26493,38,1
3flex,1,15,1,0,1,1,0,madrugada,0,21,quinta-Feira,4.735304,0.139919,2,1
virtuald,1,35,5,0,5,4,1,madrugada,0,16,quinta-Feira,20.410673,0.603097,38,0
3flex,1,37,1,0,1,0,0,noite,0,0,quarta-feira,4.861161,0.143638,5,1
dougm,1,7,6,6,0,6,0,manha,0,153,quarta-feira,26.206432,0.774351,0,1
gwaldo,1,33,1,0,1,1,0,tarde,0,15,terca-feira,4.770656,0.140964,2,1
tuminoid,1,15,1,0,1,1,0,manha,0,2,terca-feira,4.511489,0.133306,2,1
elliotsegler,5,27,1,0,1,1,0,manha,0,17,domingo,4.368667,0.129086,6,1
mpioli,3,65,2,0,2,3,0,noite,0,30,sabado,8.556472,0.252824,15,1
fgrehm,37,93,20,5,11,12,0,madrugada,4,1267,sabado,293.098568,8.672456,218,1
copperlight,3,151,2,0,2,2,0,manha,0,20,sexta-feira,8.960963,0.265145,26,1
jeffasinger,1,31,2,1,1,1,0,noite,0,148,quinta-Feira,9.599435,0.284036,3,1
jeffasinger,1,16,2,0,2,2,0,noite,0,21,quinta-Feira,8.417552,0.249066,7,1
jabclab,1,37,1,0,1,1,0,noite,0,5,quinta-Feira,3.943293,0.116678,26,0
jabclab,1,60,1,0,1,1,0,manha,0,2,quinta-Feira,4.469641,0.132252,26,0
