@relation 'diaspora-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R6,7,2,9,8,10,11,12,15,13,1,14,18,17,16,53'

@attribute description_length numeric
@attribute num_commits numeric
@attribute created_at_day_turn {manha,noite,madrugada,tarde}
@attribute files_deleted numeric
@attribute files_added numeric
@attribute files_modified numeric
@attribute files_changed numeric
@attribute src_files numeric
@attribute src_churn numeric
@attribute doc_files numeric
@attribute created_at_week_day {quarta-feira,segunda-feira,domingo,sabado,sexta-feira,quinta-Feira,terca-feira}
@attribute other_files numeric
@attribute entropy_diff numeric
@attribute new_entropy numeric
@attribute test_churn numeric
@attribute status {0,1}

@data
34,1,tarde,0,0,1,1,1,61,0,segunda-feira,0,0.063536,5.03625,0,0
31,1,noite,0,0,2,2,1,1,1,quinta-Feira,0,0.122032,9.673018,0,1
19,2,tarde,0,0,2,2,2,17,0,domingo,0,0.182814,14.490992,0,1
641,9,madrugada,0,12,19,31,24,2428,4,quarta-feira,3,14.008352,1109.772395,135,1
14,1,madrugada,1,2,10,13,11,376,2,quarta-feira,0,0.700918,55.528237,16,1
18,1,madrugada,0,0,1,1,0,0,1,quarta-feira,0,0.058112,4.598708,0,0
76,2,noite,0,14,7,21,7,259,0,segunda-feira,14,0.763699,60.435814,0,1
26,2,tarde,0,0,3,3,0,0,0,domingo,3,0.331933,26.267741,0,1
10,1,tarde,0,1,5,6,1,4,1,quinta-Feira,4,0.284587,22.500779,0,1
7,1,tarde,0,0,3,3,1,4,1,quinta-Feira,1,0.17702,13.996003,0,1
30,3,noite,0,0,3,3,3,30,0,quarta-feira,0,0.116185,9.186147,7,1
5,2,tarde,0,0,4,4,2,16,0,segunda-feira,2,0,0,0,1
23,2,tarde,0,0,3,3,1,1,0,domingo,2,0.06196,4.898884,0,1
82,1,tarde,0,1,2,3,1,3,1,domingo,1,0.114262,9.025075,0,1
56,7,tarde,0,1,3,4,1,6,1,sabado,1,0.226869,17.919505,0,1
24,2,tarde,0,0,2,2,1,1,1,sabado,0,0.053962,4.262217,0,1
55,3,tarde,0,1,2,3,1,3,1,sabado,1,0.051895,4.098995,0,0
11,2,manha,0,0,1,1,1,2,0,quinta-Feira,0,0.06202,4.938715,0,0
80,2,madrugada,0,2,3,5,0,0,5,quinta-Feira,0,0.223022,17.759604,0,1
8,1,tarde,0,0,3,3,1,1,1,segunda-feira,1,0.175389,13.966529,0,0
48,1,noite,0,0,2,2,2,6,0,quinta-Feira,0,0.116266,9.332299,0,0
2,1,noite,0,0,3,3,2,6,1,quinta-Feira,0,0.17029,13.479795,15,1
41,1,manha,0,0,2,2,2,6,0,quinta-Feira,0,0.116266,9.332299,0,1
24,1,madrugada,0,0,3,3,2,6,1,quinta-Feira,0,0.168089,13.491969,12,1
27,3,madrugada,0,0,23,23,23,127,0,quinta-Feira,0,1.302813,104.572875,50,1
120,22,tarde,0,0,4,4,2,206,1,terca-feira,1,1.439514,115.271403,547,1
10,3,tarde,0,0,7,7,2,9,3,domingo,2,0.222541,17.820535,0,1
26,1,tarde,0,0,2,2,2,6,0,domingo,0,0.116994,9.368597,0,1
134,7,madrugada,0,0,4,4,5,55,0,domingo,0,0.325255,26.045585,0,1
20,2,noite,0,0,2,2,1,1,1,quinta-Feira,0,0.122174,9.783406,0,1
155,4,manha,1,0,3,4,3,82,0,segunda-feira,1,0.344148,27.558513,34,0
50,2,madrugada,0,0,5,5,5,8,0,segunda-feira,0,0.106131,8.498704,29,1
29,1,tarde,0,0,1,1,0,0,1,domingo,0,0.057525,4.606467,0,1
171,27,tarde,0,0,4,4,4,281,0,domingo,0,0.23537,18.847787,6,1
18,1,noite,0,0,3,3,1,1,2,sabado,0,0,0,0,1
35,2,tarde,0,0,4,4,3,16,0,sabado,1,0.219846,17.604493,96,1
31,2,madrugada,0,0,3,3,3,3,0,sabado,0,0,0,22,1
117,6,madrugada,1,2,4,7,1,22,5,sexta-feira,0,0.112208,8.985124,0,1
36,1,noite,0,0,7,7,7,26,0,quinta-Feira,0,0.415083,33.238038,31,1
170,3,madrugada,1,0,4,5,4,11,1,quinta-Feira,0,0.277974,22.27272,21,1
36,19,madrugada,25,0,5,30,5,49,25,quinta-Feira,0,0.275461,22.071374,22,1
125,1,madrugada,0,10,15,25,16,361,8,quinta-Feira,1,1.435862,114.980445,4,1
19,1,noite,0,0,2,2,1,1,1,quarta-feira,0,0.120835,9.68193,0,1
174,5,manha,0,12,0,12,8,176,4,quarta-feira,0,0.698045,55.931114,0,0
42,1,madrugada,0,0,2,2,2,5,0,quarta-feira,0,0.117365,9.403905,0,1
21,1,noite,0,0,2,2,1,1,1,terca-feira,0,0.119046,9.529658,0,1
24,1,manha,0,0,1,1,1,0,0,segunda-feira,0,0.054306,4.347207,57,0
33,5,madrugada,0,0,3,3,0,0,0,domingo,3,0.229992,18.410593,0,0
96,1,noite,0,0,4,4,4,19,0,sabado,0,0.236433,18.926463,42,1
30,3,noite,0,7,8,15,5,16,9,sabado,1,0.173725,13.911441,7,1
11,1,tarde,0,0,4,4,2,15,2,sabado,0,0,0,0,1
7,1,noite,0,0,2,2,1,1,1,sexta-feira,0,0.10779,8.628606,0,0
144,1,madrugada,0,0,5,5,3,11,0,sexta-feira,2,0.280238,22.431837,6,1
13,2,madrugada,0,0,2,2,1,3,1,quinta-Feira,0,0.120721,9.663298,0,1
90,1,madrugada,0,0,3,3,2,9,1,quarta-feira,0,0.178106,14.256803,0,1
29,1,madrugada,0,2,1,3,0,0,1,terca-feira,2,0.06278,5.025318,0,1
62,2,noite,0,1,3,4,1,3,2,sexta-feira,1,0.175243,14.027604,0,1
72,2,tarde,0,0,7,7,1,2,6,sexta-feira,0,0.419897,33.6243,0,1
36,0,tarde,0,0,0,0,0,0,0,quinta-Feira,0,0,0,0,1
29,5,noite,0,0,6,6,4,305,0,quarta-feira,2,0.364636,29.198772,0,1
16,1,noite,0,0,3,3,3,3,0,quarta-feira,0,0.166746,13.347489,10,1
33,1,madrugada,0,0,3,3,3,3,0,terca-feira,0,0.174907,14.000778,53,1
31,2,tarde,0,0,5,5,3,110,0,domingo,2,0.238956,19.127716,0,0
73,4,madrugada,0,0,12,12,10,114,0,sabado,2,0.589493,47.186438,34,1
25,1,noite,0,0,1,1,0,0,0,sexta-feira,1,0,0,0,1
53,5,noite,0,0,6,6,0,0,6,sexta-feira,0,0.120032,9.63701,0,0
29,2,noite,0,0,3,3,2,5,0,segunda-feira,1,0.106985,8.577402,48,0
73,2,noite,0,0,22,22,22,119,0,domingo,0,1.199761,96.189344,111,1
7,1,noite,1,0,10,11,5,79,0,domingo,6,0.587981,47.207167,0,1
15,1,madrugada,0,0,2,2,2,14,0,domingo,0,0.120777,9.683042,0,1
138,1,noite,0,0,2,2,2,26,0,sabado,0,0.113566,9.105114,105,1
15,1,tarde,0,0,4,4,3,42,1,sabado,0,0.23765,19.05355,0,1
14,1,madrugada,0,0,1,1,1,2,0,sexta-feira,0,0.058136,4.66107,0,1
12,2,noite,0,0,4,4,3,29,1,quarta-feira,0,0.111501,8.939657,0,0
47,1,tarde,0,0,2,2,2,6,0,quarta-feira,0,0,0,0,1
10,3,madrugada,0,0,9,9,6,17,2,quarta-feira,1,0,0,4,1
34,1,madrugada,0,0,1,1,1,2,0,quarta-feira,0,0.055732,4.468403,0,0
73,1,madrugada,0,2,2,4,2,79,0,quarta-feira,0,0.253851,20.352738,0,1
21,2,noite,0,0,2,2,0,0,2,terca-feira,0,0.114677,9.189435,0,0
13,6,tarde,0,0,5,5,0,0,2,terca-feira,3,0.211125,16.918201,0,1
14,1,noite,0,0,1,1,1,4,0,segunda-feira,0,0.059621,4.777619,0,1
23,1,noite,0,0,1,1,0,0,1,segunda-feira,0,0.057428,4.601898,0,1
16,1,tarde,0,0,1,1,0,0,1,segunda-feira,0,0.055471,4.445038,0,1
11,1,madrugada,0,0,1,1,1,15,0,quinta-Feira,0,0,0,0,1
25,38,madrugada,1,2,56,59,43,406,5,quinta-Feira,9,0,0,235,1
39,1,noite,0,0,1,1,1,2,0,quarta-feira,0,0.053782,4.307201,0,0
86,1,noite,0,0,2,2,1,12,1,terca-feira,0,0,0,0,1
22,2,tarde,0,1,5,6,3,2,3,domingo,0,0,0,54,1
10,1,tarde,0,0,2,2,2,2,0,sabado,0,0,0,5,1
16,1,tarde,0,0,1,1,0,0,1,sabado,0,0,0,0,1
77,2,manha,0,0,2,2,0,0,0,sabado,2,0,0,0,0
75,3,madrugada,0,0,2,2,1,32,1,sexta-feira,0,0,0,0,1
102,42,tarde,0,0,4,4,4,245,0,quinta-Feira,0,0.507096,40.585932,2,1
44,2,tarde,5,1,3,9,7,238,0,terca-feira,2,0,0,0,1
27,1,noite,0,1,2,3,1,39,2,segunda-feira,0,0,0,0,1
40,5,manha,0,0,2,2,2,2,0,segunda-feira,0,0,0,31,1
13,1,tarde,0,0,1,1,0,0,1,domingo,0,0,0,0,0
13,3,madrugada,0,1,1,2,0,0,2,domingo,0,0,0,0,0
7,1,noite,0,0,2,2,1,4,0,sabado,1,0,0,0,1
25,1,tarde,0,0,2,2,1,2,0,sabado,1,0,0,0,1
50,1,tarde,0,0,1,1,0,0,0,sabado,1,0,0,0,0
14,1,tarde,0,0,1,1,0,0,1,sabado,0,0,0,0,0
17,1,noite,0,0,2,2,2,21,0,sexta-feira,0,0.113796,9.104319,48,1
17,2,noite,0,0,2,2,2,21,0,sexta-feira,0,0,0,62,0
211,8,tarde,0,0,2,2,2,129,0,quinta-Feira,0,0,0,0,1
69,1,manha,0,0,1,1,0,0,1,quarta-feira,0,0,0,0,1
364,26,noite,15,22,106,143,110,2463,9,terca-feira,10,13.112784,1049.089519,1208,1
20,1,noite,0,0,1,1,0,0,1,segunda-feira,0,0,0,0,1
121,6,tarde,2,4,12,18,14,1314,4,segunda-feira,0,0.648765,51.878098,0,1
334,19,noite,10,15,103,128,102,2407,6,domingo,9,4.70596,376.30996,371,1
26,1,tarde,0,0,2,2,0,0,2,domingo,0,0,0,0,1
20,1,noite,0,0,1,1,1,1,0,sabado,0,0,0,0,0
118,3,madrugada,1,3,7,11,7,801,4,sabado,0,0,0,0,1
28,1,tarde,0,0,1,1,0,0,1,sexta-feira,0,0,0,0,1
3,1,noite,2,3,5,10,4,111,0,quarta-feira,6,0,0,0,0
4,1,noite,0,46,4,50,4,30,46,quarta-feira,0,0,0,0,1
15,1,manha,0,0,2,2,0,0,2,quarta-feira,0,0,0,0,1
46,1,noite,0,0,1,1,1,2,0,terca-feira,0,0,0,0,0
319,10,noite,0,0,2,2,2,70,0,terca-feira,0,0,0,0,1
36,1,noite,0,0,2,2,2,208,0,terca-feira,0,0,0,0,0
11,1,noite,0,0,2,2,2,19,0,terca-feira,0,0,0,0,1
19,1,tarde,0,0,1,1,1,1,0,terca-feira,0,0,0,0,1
6,1,madrugada,0,0,1,1,0,0,0,terca-feira,1,0,0,0,0
37,1,madrugada,0,0,1,1,0,0,0,terca-feira,1,0,0,0,0
19,1,noite,0,0,2,2,0,0,2,segunda-feira,0,0,0,0,1
39,2,tarde,0,0,67,67,47,183,13,domingo,7,0,0,2,0
11,1,noite,0,0,1,1,0,0,1,sabado,0,0,0,0,1
23,1,tarde,0,0,3,3,1,2,2,sabado,0,0,0,0,1
20,1,tarde,0,0,3,3,1,2,2,sabado,0,0,0,0,0
23,1,tarde,0,0,3,3,1,3,2,sabado,0,0,0,0,0
22,2,noite,0,0,2,2,0,0,2,sexta-feira,0,0,0,0,0
19,1,noite,0,0,1,1,0,0,1,sexta-feira,0,0,0,0,1
175,2,madrugada,0,0,1,1,0,0,1,sexta-feira,0,0,0,0,1
429,29,madrugada,0,0,16,16,16,156,0,sexta-feira,0,0,0,62,1
2,1,madrugada,0,0,2,2,2,15,0,sexta-feira,0,0,0,0,1
37,2,madrugada,0,0,92,92,92,40,0,sexta-feira,0,5.111854,413.314709,872,1
2,2,noite,0,1,9,10,10,178,0,quinta-Feira,0,0,0,6,1
37,1,madrugada,1,0,0,1,0,0,0,quinta-Feira,1,0,0,0,1
50,1,noite,0,0,1,1,1,0,0,quarta-feira,0,0,0,7,1
33,1,tarde,0,0,1,1,0,0,1,quarta-feira,0,0,0,0,1
39,2,tarde,0,0,2,2,2,19,0,quarta-feira,0,0,0,27,1
112,7,madrugada,27,1,9,37,18,675,19,quarta-feira,0,0.551144,44.584587,0,1
17,1,madrugada,0,1,1,2,1,3,1,terca-feira,0,0,0,0,1
5,1,tarde,0,0,1,1,0,0,0,domingo,1,0,0,0,1
20,1,tarde,0,0,2,2,0,0,2,domingo,0,0,0,0,0
33,1,manha,0,0,1,1,0,0,1,domingo,0,0,0,0,0
18,1,noite,0,0,2,2,0,0,2,sexta-feira,0,0,0,0,0
40,1,noite,0,0,1,1,0,0,0,sexta-feira,1,0,0,0,1
10,1,tarde,0,0,1,1,0,0,0,sexta-feira,1,0,0,0,1
12,2,noite,0,0,2,2,0,0,2,quinta-Feira,0,0,0,0,0
22,2,tarde,0,0,1,1,0,0,1,quinta-Feira,0,0,0,0,1
40,1,madrugada,0,0,3,3,1,2,2,quinta-Feira,0,0,0,0,1
6,2,madrugada,0,3,2,5,0,0,0,quarta-feira,5,0.273927,22.072036,0,1
46,1,madrugada,0,0,1,1,0,0,0,domingo,1,0,0,0,0
10,1,madrugada,0,0,1,1,0,0,1,sabado,0,0,0,0,1
6,40,madrugada,2,7,8,17,4,15,2,sabado,11,0.26266,21.125157,0,1
13,1,madrugada,0,0,1,1,0,0,1,sexta-feira,0,0,0,0,1
19,1,tarde,0,0,1,1,0,0,1,quinta-Feira,0,0,0,0,1
47,1,noite,0,0,17,17,17,136,0,quarta-feira,0,0,0,0,1
19,1,tarde,0,2,1,3,0,0,1,terca-feira,2,0,0,0,1
25,1,tarde,0,1,1,2,0,0,1,terca-feira,1,0,0,0,1
75,1,tarde,0,0,10,10,10,106,0,terca-feira,0,0,0,0,1
21,1,noite,0,0,2,2,0,0,2,segunda-feira,0,0,0,0,1
12,1,tarde,0,0,5,5,2,8,3,segunda-feira,0,0,0,0,1
12,1,tarde,0,0,5,5,2,8,3,segunda-feira,0,0,0,0,1
31,1,tarde,0,0,3,3,3,22,0,sexta-feira,0,0,0,0,1
19,1,tarde,0,0,2,2,2,6,0,terca-feira,0,0,0,0,1
12,1,noite,0,0,1,1,0,0,1,domingo,0,0,0,0,1
19,1,madrugada,0,1,1,2,0,0,2,domingo,0,0,0,0,1
8,1,tarde,0,0,1,1,0,0,1,quinta-Feira,0,0,0,0,1
77,1,tarde,0,0,1,1,1,9,0,quinta-Feira,0,0,0,0,1
18,1,tarde,0,0,3,3,2,4,1,quinta-Feira,0,0,0,17,1
31,1,tarde,0,0,2,2,2,15,0,quinta-Feira,0,0,0,0,1
116,1,tarde,0,0,2,2,2,32,0,quinta-Feira,0,0,0,0,1
52,2,madrugada,0,0,3,3,3,80,0,quarta-feira,0,0,0,0,1
18,1,noite,0,0,4,4,4,71,0,terca-feira,0,0.225607,17.9897,0,1
5,1,manha,0,0,1,1,0,0,0,domingo,1,0,0,0,1
5,2,noite,0,1,5,6,2,28,4,sabado,0,0.427229,34.005136,0,1
384,1,madrugada,0,5,3,8,7,210,0,sabado,1,0,0,211,1
16,1,noite,0,0,1,1,1,10,0,sexta-feira,0,0,0,0,1
8,1,tarde,0,0,1,1,1,1,0,sexta-feira,0,0,0,0,1
5,1,tarde,0,0,1,1,1,4,0,sexta-feira,0,0,0,0,1
21,1,tarde,0,1,1,2,2,43,0,sexta-feira,0,0,0,0,0
8,1,noite,0,0,2,2,2,2,0,quarta-feira,0,0,0,0,0
93,1,madrugada,0,0,1,1,1,0,0,quarta-feira,0,0.059669,4.749312,29,1
28,2,noite,0,1,5,6,2,28,4,terca-feira,0,0,0,0,1
5,1,noite,0,0,1,1,1,2,0,sexta-feira,0,0,0,0,0
9,1,tarde,0,0,1,1,1,0,0,quarta-feira,0,0,0,14,1
22,1,tarde,0,1,3,4,0,0,3,domingo,1,0,0,0,1
10,1,tarde,0,0,1,1,0,0,1,domingo,0,0,0,0,1
33,1,madrugada,0,0,1,1,1,6,0,domingo,0,0,0,0,1
10,2,madrugada,0,0,1,1,0,0,1,domingo,0,0,0,0,1
35,1,noite,0,1,3,4,0,0,4,domingo,0,0,0,0,1
4,1,tarde,0,0,2,2,0,0,2,sabado,0,0,0,0,1
252,0,manha,0,0,0,0,0,0,0,quinta-Feira,0,0,0,0,1
21,1,noite,0,0,1,1,0,0,1,terca-feira,0,0,0,0,1
27,2,noite,1,1,8,10,8,251,2,domingo,0,0,0,0,1
5,1,tarde,0,0,1,1,0,0,0,domingo,1,0,0,0,1
49,1,noite,0,0,1,1,1,2,0,sabado,0,0,0,0,1
20,1,noite,0,0,1,1,0,0,1,sexta-feira,0,0,0,0,1
19,1,noite,0,0,1,1,0,0,1,sexta-feira,0,0,0,0,1
49,1,tarde,0,0,1,1,1,2,0,sexta-feira,0,0,0,0,1
29,1,madrugada,0,0,1,1,1,4,0,quinta-Feira,0,0,0,0,1
195,1,noite,0,0,1,1,1,32,0,quarta-feira,0,0,0,0,1
34,1,madrugada,0,0,4,4,4,27,0,quarta-feira,0,0,0,45,1
68,1,noite,0,0,1,1,1,1,0,segunda-feira,0,0,0,0,1
15,1,noite,0,0,1,1,1,17,0,quinta-Feira,0,0,0,0,1
16,1,noite,0,0,1,1,1,17,0,quinta-Feira,0,0,0,0,1
5,1,tarde,0,0,1,1,1,6,0,terca-feira,0,0,0,0,1
148,1,tarde,0,0,3,3,1,3,2,segunda-feira,0,0,0,0,1
5,1,madrugada,0,0,2,2,0,0,1,domingo,1,0,0,0,1
94,3,madrugada,0,0,12,12,12,58,0,quinta-Feira,0,1.347871,107.168186,78,0
3,1,tarde,0,0,2,2,2,24,0,terca-feira,0,0,0,0,1
5,1,manha,0,0,2,2,2,6,0,terca-feira,0,0,0,0,0
61,1,noite,0,0,2,2,2,12,0,segunda-feira,0,0,0,0,1
80,1,tarde,0,0,1,1,0,0,1,segunda-feira,0,0,0,0,1
72,1,tarde,0,0,5,5,4,37,1,segunda-feira,0,0,0,0,1
35,1,tarde,0,0,2,2,2,17,0,segunda-feira,0,0,0,0,1
34,1,manha,0,1,1,2,2,25,0,segunda-feira,0,0,0,0,1
35,1,madrugada,0,0,1,1,1,9,0,segunda-feira,0,0,0,0,1
18,1,madrugada,0,0,2,2,2,14,0,segunda-feira,0,0,0,0,1
66,2,noite,0,1,3,4,4,90,0,domingo,0,0.171772,13.649381,0,1
4,1,noite,0,0,1,1,0,0,1,sabado,0,0,0,0,1
112,1,tarde,0,0,1,1,1,8,0,sabado,0,0,0,0,1
11,1,noite,0,0,4,4,4,67,0,sexta-feira,0,0,0,0,1
123,3,tarde,0,0,5,5,5,141,0,sexta-feira,0,0.308788,24.536137,0,1
10,1,madrugada,0,0,1,1,1,2,0,sexta-feira,0,0,0,0,1
24,1,manha,0,0,6,6,0,0,6,quinta-Feira,0,0,0,0,1
10,3,tarde,0,0,5,5,5,67,0,quarta-feira,0,0,0,0,1
52,1,tarde,0,0,2,2,2,20,0,segunda-feira,0,0,0,0,1
56,1,tarde,0,0,91,91,90,199,1,segunda-feira,0,0,0,82,1
4,1,tarde,0,0,2,2,0,0,0,domingo,2,0,0,0,1
112,44,noite,6,16,180,202,124,846,23,quinta-Feira,47,2.400487,190.747602,128,1
10,3,tarde,0,0,2,2,2,8,0,quinta-Feira,0,0,0,20,1
71,2,noite,0,3,9,12,9,47,2,quarta-feira,1,0.698857,55.433374,22,1
13,1,tarde,0,0,2,2,2,4,0,terca-feira,0,0,0,0,1
20,1,manha,0,0,1,1,1,2,0,terca-feira,0,0,0,0,1
55,3,manha,0,0,4,4,4,22,0,segunda-feira,0,0,0,7,1
6,1,manha,0,0,1,1,1,107,0,segunda-feira,0,0,0,0,1
35,1,madrugada,0,0,1,1,1,2,0,segunda-feira,0,0,0,0,1
5,1,noite,0,0,1,1,0,0,1,domingo,0,0,0,0,1
5,2,noite,0,0,2,2,2,151,0,sexta-feira,0,0,0,0,1
4,4,madrugada,0,0,8,8,2,120,6,sexta-feira,0,0,0,0,1
45,1,madrugada,0,0,1,1,0,0,1,quinta-Feira,0,0,0,0,1
2,1,noite,0,0,1,1,0,0,0,quarta-feira,1,0,0,0,1
22,1,noite,0,0,3,3,3,6,0,terca-feira,0,0,0,16,1
44,1,manha,0,3,3,6,6,41,0,terca-feira,0,0,0,45,1
10,1,manha,0,0,1,1,0,0,1,segunda-feira,0,0,0,0,1
45,1,noite,0,0,1,1,0,0,0,domingo,1,0,0,0,1
4,1,noite,0,0,1,1,0,0,1,sabado,0,0,0,0,1
10,1,noite,0,0,1,1,0,0,1,sexta-feira,0,0,0,0,1
8,1,tarde,0,0,1,1,0,0,1,sexta-feira,0,0,0,0,1
40,1,madrugada,0,0,1,1,0,0,0,sexta-feira,1,0,0,0,1
22,1,madrugada,0,0,1,1,1,2,0,sexta-feira,0,0,0,0,1
43,1,madrugada,0,0,1,1,0,0,1,sexta-feira,0,0,0,0,1
43,2,madrugada,0,0,3,3,2,24,1,sexta-feira,0,0,0,0,1
20,1,madrugada,0,0,2,2,2,24,0,sexta-feira,0,0,0,0,1
78,9,madrugada,0,5,20,25,17,261,6,sexta-feira,0,1.156769,92.073747,0,0
7,1,noite,0,0,2,2,2,24,0,quarta-feira,0,0,0,24,1
12,1,tarde,0,0,1,1,1,2,0,quarta-feira,0,0,0,0,1
5,1,madrugada,0,0,3,3,0,0,2,quarta-feira,1,0,0,0,1
74,1,noite,0,0,2,2,2,39,0,terca-feira,0,0,0,0,1
43,1,tarde,0,1,6,7,7,22,0,segunda-feira,0,0,0,29,1
10,1,manha,0,0,1,1,0,0,0,segunda-feira,1,0,0,0,1
9,3,madrugada,0,0,3,3,0,0,2,segunda-feira,1,0.224948,17.482974,0,0
9,1,madrugada,0,0,1,1,1,4,0,segunda-feira,0,0,0,0,1
9,2,noite,0,0,3,3,0,0,2,domingo,1,0.105235,8.178868,0,0
3,1,tarde,0,0,2,2,0,0,1,domingo,1,0,0,0,1
2,1,noite,0,0,6,6,0,0,4,sabado,2,0,0,0,1
2,1,tarde,0,0,7,7,0,0,5,sabado,2,0,0,0,0
43,1,madrugada,0,0,3,3,3,10,0,sexta-feira,0,0,0,0,1
22,1,madrugada,0,0,3,3,3,12,0,sexta-feira,0,0,0,13,1
16,1,noite,0,0,1,1,1,19,0,quinta-Feira,0,0,0,0,1
405,1,manha,0,19,10,29,23,707,6,quinta-Feira,0,0,0,287,0
404,175,manha,0,19,13,32,24,720,6,quinta-Feira,2,0.467432,37.181714,287,0
405,175,manha,0,19,19,38,24,852,6,quinta-Feira,3,2.456037,195.364674,287,0
131,1,madrugada,0,0,4,4,4,19,0,quinta-Feira,0,0,0,5,1
6,1,madrugada,0,0,2,2,0,0,1,quarta-feira,1,0,0,0,1
12,2,noite,0,0,3,3,1,8,1,terca-feira,1,0,0,0,1
24,1,noite,0,0,1,1,1,2,0,domingo,0,0,0,0,1
12,4,madrugada,0,0,23,23,0,0,1,domingo,22,0,0,0,1
13,1,madrugada,0,0,1,1,0,0,1,domingo,0,0,0,0,1
31,1,madrugada,0,0,1,1,0,0,1,domingo,0,0,0,0,1
30,1,noite,0,0,1,1,0,0,1,sabado,0,0,0,0,1
2,1,noite,0,0,2,2,0,0,1,sabado,1,0,0,0,1
26,1,madrugada,0,0,1,1,1,2,0,quarta-feira,0,0,0,0,1
9,1,tarde,0,0,3,3,3,19,0,terca-feira,0,0,0,14,1
30,4,manha,0,0,5,5,2,5,0,terca-feira,3,0.229143,18.370511,0,1
29,1,madrugada,0,0,5,5,1,2,3,segunda-feira,1,0,0,0,1
5,1,tarde,0,0,2,2,0,0,1,sabado,1,0,0,0,1
4,1,tarde,0,0,2,2,0,0,0,sabado,2,0,0,0,1
14,3,manha,0,0,2,2,2,56,0,sabado,0,0,0,0,1
144,1,manha,24,14,3,41,3,25,24,sabado,14,0.952351,76.35158,0,1
19,1,madrugada,0,0,1,1,0,0,1,sabado,0,0,0,0,1
43,1,madrugada,0,0,1,1,0,0,1,sexta-feira,0,0,0,0,1
39,1,madrugada,0,0,2,2,0,0,2,sexta-feira,0,0,0,0,1
7,1,noite,0,0,1,1,0,0,1,quarta-feira,0,0,0,0,0
11,1,noite,0,0,1,1,0,0,1,terca-feira,0,0,0,0,1
5,1,tarde,0,0,2,2,0,0,1,terca-feira,1,0,0,0,1
13,1,tarde,0,0,1,1,0,0,1,segunda-feira,0,0,0,0,1
10,1,noite,0,0,2,2,1,2,0,sabado,1,0,0,0,1
12,1,noite,0,0,1,1,1,2,0,sabado,0,0,0,0,1
34,1,tarde,0,0,1,1,1,31,0,sabado,0,0,0,0,1
14,2,madrugada,0,0,2,2,2,46,0,sabado,0,0,0,0,0
14,1,noite,0,0,1,1,0,0,0,sexta-feira,1,0,0,0,1
18,1,tarde,0,0,1,1,1,3,0,sexta-feira,0,0,0,0,1
50,1,madrugada,0,0,1,1,0,0,1,sexta-feira,0,0,0,0,0
19,2,madrugada,0,1,4,5,4,46,0,sexta-feira,1,0,0,0,1
37,1,manha,0,0,3,3,2,6,0,quinta-Feira,1,0,0,0,0
12,4,noite,0,6,3,9,3,55,1,quarta-feira,5,0.292395,23.190421,83,1
20,1,madrugada,0,0,2,2,0,0,1,terca-feira,1,0,0,0,1
50,1,noite,0,0,3,3,1,8,1,domingo,1,0,0,0,0
28,1,madrugada,0,0,1,1,0,0,1,domingo,0,0,0,0,0
22,1,noite,0,0,3,3,1,8,1,sabado,1,0,0,0,0
22,1,tarde,0,0,2,2,1,2,1,sexta-feira,0,0,0,0,1
29,2,noite,0,2,1,3,2,22,1,quinta-Feira,0,0,0,0,1
19,1,tarde,0,0,2,2,1,2,1,quinta-Feira,0,0,0,0,0
20,1,tarde,0,1,3,4,4,41,0,quinta-Feira,0,0,0,0,1
73,2,noite,0,1,1,2,1,323,0,quarta-feira,0,0,0,0,0
21,2,tarde,1,0,9,10,10,143,0,quarta-feira,0,0,0,0,1
139,3,noite,0,13,16,29,21,907,6,terca-feira,2,4.006147,318.520757,25,0
4,2,noite,0,0,3,3,0,0,0,sabado,3,0,0,0,1
43,2,madrugada,0,0,1,1,0,0,0,sabado,1,0,0,0,1
52,1,madrugada,0,0,1,1,0,0,0,sabado,1,0,0,0,1
55,3,noite,0,0,11,11,11,32,0,sexta-feira,0,0.630722,49.186699,54,1
67,1,madrugada,0,0,2,2,2,2,0,sexta-feira,0,0,0,23,0
24,1,noite,0,0,1,1,1,1,0,quinta-Feira,0,0,0,0,1
