@relation 'node-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R10,30,36,38,40,42,48,50,52,53'

@attribute files_modified numeric
@attribute asserts_per_kloc numeric
@attribute requester {eversojk,bengl,TheAlphaNerd,Fishrock123,jasnell,evanlucas,trevnorris,thlorenz,mhdawson,JacksonTian,lpinca,gareth-ellis,santigimeno,kapouer,drywolf,benjamingr,claudiorodriguez,ofrobots,tomreece,lance,bsegault,cjihrig,WebReflection,Trott,orangemocha,jbergstroem,matthewloring,thefourtheye,joaocgreis,fast0490f,FB55,rvagg,dirceu,kevinoid,mithun-daa,pittyplatsch,alexpenev-s,shigeki,svozza,watilde,phillipj,fanatid,luoziyong,fansworld-claudio,thekemkid,AndreasMadsen,whitlockjc,geek,gnash48,erg0dic,stevemao,mscdex,therewillbecode,axvm,gibm,bnoordhuis,RWOverdijk,entertainyou,othiym23,targos,princejwesley,pmuellr,omsmith,mike182uk,stefanmb,silverwind,arnav-gudibande,robertchiras,eljefedelrodeodeljefe,strawbrary,indutny,zdebyman,firedfox,billautomata,DungarMT,mcollina,zbinlin,kthelgason,vkurchatkin,ronkorving,sam-github,dnalborczyk,chrisdew,SeekTheError,kahwee,Shambhavi,estliberitas,nettofarah,pinggod,glenholmes,zkat,jray319,silentroach,kaero,Ralt,hgwood,jrit,andrewmash,mpotra,mjcuva,MrOutput,chinedufn,tristanls,dimhotepus,IgorKlopov,vaibhav93,NoahRoseLedesma,Avinash-Raj,mikeal,TriAnMan,arlolra,BridgeAR,juliepagano,braydonf,agl,ChALkeR,ncopa,imyller,iarna,a0viedo,ojss,dcposch,tflanagan,JungMinu,raineroviir,osmanager,aayn,Necromos,pra85,piepmatz,romankl,focusaurus,fdaciuk,TimothyGu,techjeffharris,lumberj,dturing,Cangit,chicoxyzzy,Qard,Jimbly,drewfish,obastemur,Chris911,felixfbecker,seokju-na,garrows,wKich,Nibbler999,kunalspathak,drjokepu,richardlau,cusspvz,pgeiss,luckduvip,MichaelTheriot,thejefflarson,exinfinitum,bryce-gibson,littledan,kohei-takata,danielsan,iWuzHere,misterdjules,zeusdeux,greenjava,zoubin,sung-su,saru95,feross,rmg,Sequoia,tomgco,daguej,barisvelioglu,richardsun29,davidvgalbraith,mafintosh,ChuckLangford,ryansobol,designfrontier,jfromaniello,bripkens,iamchenxin,jsheely,dschenkelman,nikolas,juancho1,mbarinov,setun-90,saadq,addaleax,woollybogger,Sup,ashleygwilliams,dnakamura,nicholaswyoung,chrisJohn404,Xotic750,AdriVanHoudt,skilledDeveloper,saghul,lmarkus,martinbark,gagern,yorkie,hidekiy,calvinmetcalf,joerg-krause,baloo,wurde,brycebaril,scottsb,vdemedes,Y--,jkrems,jonathanp,tangxinfa,jscissr,bsnote,gireeshpunathil,pabigot,gromnitsky,martfors,aredridel,TejasManohar,rifler,Zirak,lordjabez,srl295,yosuke-furukawa,minesworld,pmq20,jmm,DaftMonk,neilstuartcraig,thinkingdust,john-yan,hellopao,saquibkhan,hmalphettes,SPGB,mccraveiro,aks-,jas-,fredericosilva,zertosh,emilyaviva,rodmachen,suitupalex,usta,narqo,baslr,fernandezpablo85,birnam,zhangrenyang,mLuby,sitegui,ifdattic,darobin,domenic,Gum-Joe,PabloSuarez,micnic,Skomski,hemanth,calebboyd,reggi,hustxiaoc,dhodder,idoby,Martii,smith-kyle,fabiosantoscode,thorn0,dougshamoo,TooTallNate,MJefferson,pdilyard,jwueller,zyxar,brendanashworth,mareksrom,kulkarniankita,zcbenz,johannhof,sbourdelin,xiangshouding,PaulVI,brodybits,justinmchase,lfortin,mobinni,tjconcept,dgerber,mzgol,vaseker,joepie91,psharma1209,IonicaBizau,sevoma,abbr,DannyNemer,tunniclm,AhoyM,mtharrison,foliveira,daveboivin,agcolom,julianduque,viirya,akroeger1984,walkerlee,mnkhouri,charlierudolph,yoshokatana,saljam,joozek78,sambthompson,yjhjstz,jhamhader,sxa555,jasonkarns,mansona,bmeck,toddself,hertzg,socketpair,MattMS,alexrepin,skeggse,bahamas10,diversario,apechimp,jmdyck,itkoren,OleksandrChekhovskyi,wraithan,manvalls,nathan7,subzey,rlidwka,yury-s,yanxyz,martinheidegger,tellnes,3y3,monsanto,phersh,piscisaureus,Olegas,pierreinglebert,petschekr,mogadanez,sxyizhiren,dominictarr,webPapaya,m0ppers,davidtpate,skenqbx,MauriceButler,michalzagrodzki,joshgummersall,saarons,fsbatista,fhemberger,smikes,chrisdickinson,robertkowalski,mikemaccana,petkaantonov,maqnouch,ivan,enaqx,coderaiser,fastest963,ChrisYip,jomo,hoho,jekrb,standup75,danvarga,alexyursha,ajcrites,not-implemented,modeswitch,Gioyik,super-turbo,adrianblynch,tako-black,Frijol,kaspars,AlexKVal,phlco,coderhaoxin,jagoda,MayhemYDG,fengmk2,xoddong,connor4312,anio,mdarse,runeli,abbshr,Schmoopiie,fundon,laino,pesho,okuryu,blakmatrix,nkt,olov,bnb,MBullington,JCMais,SgtPooki,timoxley,nvcexploder,pmed,kenperkins,Havvy,reqshark,goto-bus-stop,shinnn,kevinmehall,emilyrose,uxp,e-jigsaw,jimmyhsu,charmander,thewazir,ceejbot,skaapgif,ryanseys,cfsghost,remixz,popomore,lllama,zerhacken,lxe,snostorm,sonewman,Demurgos,DsXack,ontouchstart,jonathanong,curtiszimmerman,mathiask88,3674823674252,seishun,a8m,pascalduez,wizicer,toastynerd,jray,sairion,qzaidi,bcbcb,drcapulet,mhart,jongyeol,pwnate,isaacs,MicTech,btd,qbit,ysmood,iamphill,RubenVerborgh,Zuckonit,mathiasbynens,haroldfredshort,chrisalley,jessecogollo,ruimarinho,fixe,crandmck,loyd,ziyunfei,caitp,Cydox,amir-s,rudi-cilibrasi,timruffles,markstos,gdi2290,teppeis,iankronquist,bajtos,rootslab,Jinkwon,algesten,srijs,alvynmcq,wizardzloy,bk2204,smcmurray,ghostbar,ahmdrefat,imjacobclark,leobalter,tkellen,kevinohara80,maraca,xjamundx,maxogden}
@attribute requester_succ_rate numeric
@attribute following numeric
@attribute main_team_member {false,true}
@attribute prior_interaction_pr_events numeric
@attribute prior_interaction_commits numeric
@attribute first_response numeric
@attribute status {0,1}

@data
182,255.947433,iarna,0.5,19,true,2,5,59,1
1,255.947433,iarna,1,19,true,1,5,973,0
1,255.947433,iarna,0,19,true,0,5,6,1
1,255.947433,trevnorris,0.090909,24,true,25,54,39,0
1,255.947433,Trott,0.714286,41,true,88,129,0,1
2,255.934936,trevnorris,0.1,24,true,23,50,7,0
1,255.934936,calvinmetcalf,0,112,false,0,3,1,0
263,255.934936,zkat,0.25,56,false,7,21,237,0
1,255.934936,Skomski,0.2,51,true,18,80,35,0
7,255.934936,tomgco,0,64,false,1,0,8,1
1,255.934936,reggi,0.083333,392,false,12,5,199,1
1,255.934936,hustxiaoc,0,11,false,0,0,2,0
1,256.010615,mscdex,375,1,true,10,10,25,0
5,256.010615,Trott,0.731707,41,true,83,127,5,0
2,256.010615,dhodder,0,0,false,0,2,4,1
1,256.004367,trevnorris,0.111111,24,true,22,49,16,0
3,256.004367,srl295,0.333333,15,true,10,20,0,0
2,256.004367,bnoordhuis,0.714286,29,true,50,96,2,1
3,256.004367,idoby,0,1,false,0,2,6,0
1,256.004367,reggi,0.090909,392,false,11,2,153,0
1,256.004367,reggi,0.1,392,false,10,2,156,0
1,256.004367,reggi,0.111111,392,false,9,2,160,0
1,256.004367,reggi,125,392,false,8,2,165,0
1,256.004367,reggi,0.142857,392,false,7,2,168,0
1,256.004367,reggi,0.166667,392,false,6,2,1,0
1,256.004367,reggi,0.2,392,false,5,2,174,0
1,256.004367,reggi,0.25,392,false,4,2,178,0
1,256.004367,reggi,0.333333,392,false,3,2,199,0
1,256.004367,reggi,0.5,392,false,2,2,202,0
1,256.004367,reggi,1,392,false,1,2,3,0
3,255.999496,jasnell,0.222222,39,true,29,197,0,1
3,255.835832,Trott,725,41,true,81,125,70,1
2,255.835832,Trott,0.717949,41,true,80,124,200,1
1,255.835832,Martii,0,23,false,0,4,114,0
1,255.835832,srl295,0.4,15,true,9,18,2468,0
1,255.835832,smith-kyle,0,7,false,0,4,9788,0
1,255.835832,fabiosantoscode,0,1,false,0,2,463,1
1,255.835832,thorn0,0,8,false,0,0,57,1
2,255.835832,TheAlphaNerd,0,145,true,0,33,0,0
1,255.802233,ofrobots,0.444444,11,true,19,73,2,1
0,255.802233,rvagg,0.45,17,true,88,499,6,1
1,255.802233,dougshamoo,0,358,false,0,2,5,1
13,255.802233,Trott,0.736842,41,true,78,121,4,0
1,255.802233,Trott,0.72973,41,true,77,120,1,1
1,255.802233,kapouer,0,15,true,2,3,127,0
1,255.80233,rodmachen,0,2,false,0,0,4,1
1,255.80233,TooTallNate,0,119,true,0,1,1,1
2,255.842874,evanlucas,0.733333,60,true,33,46,0,1
1,255.842874,bnoordhuis,0.7,29,true,47,92,2,1
1,255.842874,john-yan,0,0,false,2,2,1667,1
6,255.842874,trevnorris,125,24,true,19,47,36,0
3,255.632968,rvagg,0.461538,17,true,87,494,3,0
1,255.811023,rvagg,0.473684,17,true,86,491,11,0
1,255.811023,jbergstroem,0.5,23,true,3,15,500,1
1,255.811023,indutny,0.388889,17,true,37,96,0,0
1,255.714094,a0viedo,0.5,72,true,6,3,105,1
3,255.714094,Trott,0.722222,41,true,72,116,0,1
4,255.714094,MJefferson,0,48,true,0,2,40,1
5,255.632968,john-yan,0,0,false,1,0,35,0
5,255.714094,john-yan,0,0,false,0,0,54,0
1,255.716723,a0viedo,0.333333,72,true,4,3,4264,1
1,255.716723,a0viedo,0,72,true,2,3,4276,1
3,255.708319,pdilyard,0,11,false,0,0,81,0
1,255.708319,indutny,0.352941,17,true,36,92,4,1
1,255.708319,bnoordhuis,0.684211,29,true,45,87,3,1
1,255.676064,silverwind,0.4,34,true,26,36,6,1
3,255.676064,targos,0.444444,7,true,17,72,57,1
1,255.676064,ofrobots,0.5,11,true,16,62,197,0
6,255.676064,jwueller,0,9,true,0,5,448,0
15,255.655148,Trott,0.714286,41,true,68,106,0,1
2,255.655148,indutny,375,17,true,34,87,2,0
11,255.655148,thefourtheye,0.45,75,true,75,95,5,1
43,255.655148,thefourtheye,0.461538,75,true,74,95,15,0
1,255.646744,thefourtheye,0.447368,75,true,72,92,10,1
1,255.646744,silverwind,0.333333,34,true,25,34,7379,1
1,255.646744,targos,0.5,7,true,15,71,10,0
2,255.646744,Trott,0.705882,41,true,67,106,2,1
10,255.651041,trevnorris,0.142857,24,true,17,42,18,0
1,255.656413,zyxar,0,29,false,0,2,28,0
2,255.656413,bnoordhuis,0.666667,29,true,42,93,15,1
1,255.656413,obastemur,0,3,false,0,2,254,0
2,255.656413,Trott,0.727273,41,true,65,102,17,0
1,255.656413,thefourtheye,0.432432,75,true,71,90,3,1
1,255.656413,pmuellr,0,5,false,0,0,6,0
3,255.656413,evanlucas,0.692308,60,true,28,40,65,1
8,255.647313,ofrobots,0.571429,11,true,15,63,4,0
1,255.656413,mhdawson,0.666667,4,true,8,21,0,0
3,255.656413,mhdawson,0.6,4,true,7,19,11,1
3,255.646839,evanlucas,0.666667,60,true,26,34,26,1
0,255.646839,brendanashworth,0.5,17,true,14,22,2,1
1,255.646839,Trott,0.71875,41,true,62,99,40,1
48,255.646839,Trott,0.709677,41,true,61,97,39,1
3,255.646839,jasnell,0.235294,39,true,26,134,9,0
1,255.646839,JungMinu,0.1875,55,true,26,20,8,1
1,255.646839,Trott,0.7,41,true,60,96,178,1
4,255.646839,Trott,0.689655,41,true,59,93,431,1
24,255.646839,Trott,0.678571,41,true,58,90,3,1
3,255.646839,trevnorris,0.166667,24,true,16,38,3,0
19,255.646839,Trott,0.666667,41,true,57,86,1508,1
4,255.646839,Trott,0.653846,41,true,56,84,1315,1
1,255.645765,silverwind,375,34,true,20,28,4,0
1,255.646839,Nibbler999,0,1,false,0,0,-1,0
1,255.646839,mareksrom,0,0,false,0,0,8,1
1,255.646839,srl295,0.5,15,true,6,13,22,0
1,255.646839,srl295,0.666667,15,true,5,13,90,0
6,255.646839,kulkarniankita,0,2,true,0,1,39,1
2,255.646839,bnoordhuis,0.647059,29,true,38,89,237,1
1,255.614766,indutny,0.4,17,true,32,82,0,0
1,255.614766,zcbenz,0,33,false,1,1,2,0
2,255.607435,joaocgreis,0.666667,3,true,29,41,33,1
1,255.607435,yorkie,0.666667,141,true,2,16,289,1
1,255.646839,silverwind,0.285714,34,true,19,28,5,1
1,255.646839,Skomski,0.230769,51,true,16,73,278,0
1,255.607435,zcbenz,0,33,false,0,0,72,0
2,255.607435,indutny,0.428571,17,true,30,82,0,0
2,255.607435,thefourtheye,0.428571,75,true,65,86,83,1
7,255.607435,misterdjules,0.75,20,true,6,8,2,0
11,255.607435,misterdjules,1,20,true,5,8,4,0
1,255.607435,evanlucas,0.636364,60,true,24,30,48,1
1,255.607435,misterdjules,1,20,true,4,6,277,1
2,255.607435,johannhof,0,30,true,0,2,0,1
0,255.607435,rvagg,0.472222,17,true,79,466,9841,1
1,255.607435,pmq20,0.25,485,true,10,13,9,1
1,255.607435,pmq20,0.142857,485,true,9,7,34,1
1,255.607435,pmq20,0,485,true,8,7,3,1
1,416.506702,mhdawson,0.75,4,true,6,15,1,0
2,255.607435,reggi,0,392,false,0,2,8,1
15,255.543228,saghul,0,88,true,3,9,1,1
1,255.607435,sbourdelin,0,11,true,0,1,5,0
1,255.607435,silverwind,0.333333,34,true,12,24,1,0
1,255.607435,evanlucas,0.6,60,true,23,29,2,1
1,255.607435,bnoordhuis,625,29,true,36,84,522,1
1,255.54645,xiangshouding,0,36,true,0,1,-1,0
1,255.607435,PaulVI,0,62,false,0,0,160,0
2,247.163522,pmq20,0,485,true,7,7,124,0
2,255.543228,rvagg,0.485714,17,true,77,460,0,0
0,255.607435,ronkorving,0,2,true,4,13,140,1
1,255.607435,Trott,0.68,41,true,53,76,2496,0
1,255.607435,indutny,0.384615,17,true,29,81,0,1
1,255.54645,brodybits,0,35,false,4,2,-1,0
2,255.533842,misterdjules,1,20,true,2,4,0,1
4,255.607435,Trott,0.708333,41,true,52,75,5,0
1,255.533842,kapouer,0,15,true,0,3,130,0
2,253.708135,thefourtheye,0.411765,75,true,59,84,126,1
3,255.607435,thefourtheye,0.424242,75,true,58,83,11,0
1,255.607435,thefourtheye,0.40625,75,true,57,80,7,1
1,255.607435,justinmchase,0,11,true,0,4,23,0
1,253.699797,misterdjules,0,20,false,0,4,136,1
152,253.699797,zkat,0.333333,56,false,5,17,2,0
1,253.699797,indutny,0.416667,17,true,27,78,2,0
2,253.672731,thefourtheye,0.419355,75,true,55,78,2476,0
1,255.607435,ronkorving,0,2,true,3,12,10,0
2,253.672731,bnoordhuis,0.642857,29,true,32,82,16,1
1,253.656056,Trott,0.695652,41,true,50,73,24,1
1,255.607435,lfortin,0,3,false,0,2,38,1
1,253.678816,mobinni,0,5,false,0,0,3,0
1,253.678816,trevnorris,0.2,24,true,14,28,0,0
2,255.607435,tjconcept,0,18,false,0,0,8,0
2,255.607435,thefourtheye,0.4,75,true,52,76,2586,1
19,255.607435,thefourtheye,0.37931,75,true,51,75,376,1
3,255.607435,thefourtheye,0.392857,75,true,50,69,16,0
1,253.678816,Trott,0.681818,41,true,48,70,23,1
2,253.675643,targos,0.571429,7,true,12,54,5,0
2,253.675643,trevnorris,0.25,24,true,12,27,0,0
1,253.675643,trevnorris,0.333333,24,true,10,25,1,0
7,253.675643,indutny,0.454545,17,true,25,74,10,0
1,390.006087,joaocgreis,0.636364,3,true,26,38,8,1
3,253.670476,iWuzHere,0,5,false,0,2,3,1
3,253.670476,sam-github,0.5,8,true,4,14,6,0
2,255.607435,sam-github,0.666667,8,true,3,14,1,0
3,253.670476,sam-github,0.5,8,true,2,14,23,1
2,255.607435,sam-github,1,8,true,1,14,164,0
1,253.670476,dgerber,0,0,true,0,1,222,0
1,253.670476,trevnorris,0.5,24,true,8,23,1,0
2,253.682112,mhdawson,0.666667,4,true,3,14,2,1
2,253.675643,Fishrock123,625,17,true,33,157,20,1
3,255.607435,mzgol,0,47,true,0,5,421,1
1,253.547319,vaseker,0,0,false,0,2,1,1
1,253.547319,joepie91,0,2,false,0,2,2,1
473,253.463926,psharma1209,0,0,false,0,0,-1,0
2,253.463926,ronkorving,0,2,true,0,7,2,0
3,253.463926,usta,0,6,false,0,0,19,0
5,253.463926,ofrobots,0.5,11,true,13,50,23,1
1,253.463926,matthewloring,0,4,true,5,16,120,0
6,253.463926,tflanagan,0,6,false,2,4,43,1
6,253.463926,trevnorris,1,24,true,4,21,1,0
1,253.463926,dnakamura,0,0,false,0,2,491,0
1,253.463926,Trott,0.714286,41,true,44,66,25,0
4,253.463926,thefourtheye,0.37037,75,true,45,67,41,1
1,253.463926,jasnell,0.25,39,true,23,113,3,0
1,253.510495,IonicaBizau,0,233,true,0,4,0,1
2,253.463926,jbergstroem,1,23,true,2,13,6,0
2,253.463926,sevoma,0,2,false,0,0,10,0
1,253.510495,tflanagan,0,6,false,0,3,57,0
36,416.506702,joaocgreis,0.7,3,true,23,36,1557,0
0,253.510495,Trott,0.7,41,true,42,63,92,1
1,253.466214,thefourtheye,0.346154,75,true,43,66,15,1
2,390.006087,joaocgreis,0.777778,3,true,22,35,31,0
2,253.466214,thefourtheye,0.36,75,true,42,64,328,0
305,253.460449,thefourtheye,375,75,true,41,60,6,0
1,253.463926,abbr,0,1,false,2,0,2671,0
1,253.466214,thefourtheye,0.391304,75,true,39,58,22,0
301,253.463926,silverwind,0.4,34,true,10,19,2,0
1,253.510495,DannyNemer,0,25,true,0,4,161,1
1,253.506325,tunniclm,0,0,true,0,3,103,1
1,253.463926,AhoyM,1,28,true,1,5,33,1
2,253.466214,indutny,0.4,17,true,23,68,0,1
130,253.466214,zkat,0,56,false,3,15,190,1
19,253.460449,saghul,0,88,true,1,7,1,0
1,253.463926,mtharrison,0.5,7,false,4,0,120,1
2,253.460449,Trott,0.684211,41,true,39,59,0,1
1,253.463926,foliveira,0,16,true,0,3,13,1
138,416.506702,rvagg,0.5,17,true,74,442,9,0
363,390.006087,rvagg,0.484848,17,true,73,433,8,1
1,390.006087,rvagg,0.46875,17,true,68,432,2,1
1,416.506702,rvagg,0.451613,17,true,67,432,1,1
2,253.460449,Trott,0.666667,41,true,37,55,38,1
2,253.418745,indutny,0.444444,17,true,21,64,19,0
1,253.418745,JungMinu,0.133333,54,true,24,17,88,1
1,253.463926,daveboivin,0,2,true,0,3,152,1
2,253.418745,evanlucas,0.666667,60,true,20,19,7,0
1,253.463926,fansworld-claudio,0,0,false,0,3,21,0
6,253.463926,Fishrock123,0.6,17,true,26,120,0,1
1,253.418745,indutny,375,17,true,19,62,1,1
1,416.506702,abbr,0,1,false,0,0,62,0
2,253.452108,Trott,0.647059,41,true,35,52,2,1
3,253.418745,agcolom,1,20,true,1,7,24,1
1,253.463926,julianduque,0,262,false,0,0,396,1
1,253.418745,mscdex,0.428571,1,true,8,2,0,0
1,253.463926,viirya,0,0,true,0,3,355,0
3,253.463926,Skomski,0.272727,51,true,13,69,5,0
11,253.463926,evanlucas,625,60,true,19,19,5,1
558,253.402063,akroeger1984,0,0,false,0,0,-1,1
1,253.463926,a0viedo,0,72,true,1,1,722,0
0,253.463926,orangemocha,0.4,2,true,8,36,61,1
1,253.463926,AhoyM,0,28,true,0,3,2,1
56,253.463926,vkurchatkin,0,15,false,2,0,92,0
1,253.418745,agcolom,0,20,false,0,3,580,1
1,253.402063,walkerlee,0,20,true,0,1,-1,0
1,253.463926,mnkhouri,0,1,false,0,0,11,1
3,253.463926,charlierudolph,0,13,true,0,1,96,1
2,253.402063,Trott,0.6875,41,true,33,47,108,0
1,253.463926,a0viedo,0,72,true,0,1,21,0
3,253.463926,yoshokatana,0,14,false,0,0,5,1
2,253.402063,rvagg,0.466667,17,true,65,418,1,0
3,253.463926,bnoordhuis,0.692308,29,true,30,75,27,0
4,253.386438,rvagg,0.482759,17,true,61,418,48,0
3,251.499905,indutny,0.428571,17,true,16,59,7,0
1,251.495767,Skomski,0.3,51,true,11,65,12,0
1,251.495767,indutny,0.5,17,true,14,50,2,0
1,253.402063,Trott,0.666667,41,true,30,47,0,1
2,251.495767,evanlucas,0.571429,60,true,16,15,3,1
2,253.396119,brodybits,0,35,false,1,0,18,0
1,253.396119,brodybits,0,35,false,0,0,49,0
1,251.495767,Trott,0.642857,41,true,29,44,57,1
1,251.495767,bnoordhuis,0.666667,29,true,27,75,102,1
2,253.396119,pmq20,0,484,true,5,7,3,0
1,253.460449,thefourtheye,0.363636,75,true,38,60,29,1
1,251.495767,rvagg,0.5,17,true,56,398,1192,0
1,251.495767,Trott,0.692308,41,true,28,44,1,0
2,253.402063,rvagg,0.481481,17,true,55,394,4,1
18,253.463926,bnoordhuis,0.727273,29,true,24,71,97,0
1,253.463926,saljam,0,31,false,0,3,1491,1
1,251.495767,bnoordhuis,0.7,29,true,23,71,1692,1
259,251.495767,JungMinu,0.142857,54,true,20,13,-1,0
258,251.495767,JungMinu,0.153846,54,true,19,13,40,0
259,251.495767,JungMinu,0.1,54,true,14,13,66,0
259,251.495767,rvagg,0.5,17,true,53,376,62,0
21,251.495767,rvagg,0.52,17,true,52,371,7,0
1,251.495767,rvagg,0.541667,17,true,51,366,6,0
2,247.163522,rvagg,0.521739,17,true,49,361,46,1
3,253.506325,matthewloring,0,4,true,3,7,35,0
12,251.495767,joaocgreis,875,3,true,19,35,8,0
11,253.463926,joozek78,0,0,false,0,0,342,0
1,253.463926,ChALkeR,0.666667,3,true,6,5,1,1
1,246.19925,joaocgreis,1,3,true,16,34,471,0
1,246.19925,joaocgreis,1,3,true,15,33,3,1
4,246.19925,Fishrock123,0.571429,17,true,24,111,4,1
1,246.19925,joaocgreis,1,3,true,14,30,5,1
1,246.19925,JungMinu,0.111111,54,true,12,13,0,0
1,246.169838,rvagg,0.526316,17,true,43,316,1,1
1,246.169838,JungMinu,125,54,true,11,13,324,0
2,246.169838,thefourtheye,0.380952,75,true,35,57,585,0
1,246.169838,orangemocha,1,2,true,3,32,4,0
1,246.169838,Skomski,0.222222,51,true,10,46,5,1
1,246.169838,evanlucas,0.5,60,true,14,10,3,1
1,246.169838,rvagg,0.5,17,true,39,306,3,1
1,246.169838,JungMinu,0.142857,54,true,10,13,19,0
1,246.169838,JungMinu,0.166667,54,true,8,13,1,0
1,246.169838,JungMinu,0.2,54,true,6,13,11,0
2,246.165663,rvagg,0.470588,17,true,38,303,92,1
1,246.174013,orangemocha,1,2,true,2,25,7,1
3,246.174013,sambthompson,0,0,true,0,1,23,1
1,246.174013,targos,0.666667,7,true,9,41,1,0
1,246.174013,vkurchatkin,0,15,false,1,0,17,0
2,246.174013,rvagg,0.4375,17,true,36,293,5853,1
1,246.174013,rvagg,0.4,17,true,33,289,0,1
4,246.174013,yjhjstz,0,4,true,2,2,99,0
4,246.174013,bnoordhuis,0.777778,29,true,22,64,26,0
1,246.174013,mscdex,0.5,1,true,2,2,5,0
2,246.174013,jhamhader,0,5,true,1,9,54,0
1,246.174013,Trott,0.666667,41,true,23,40,4,1
54,246.178187,mtharrison,0,7,false,2,0,50,1
3,246.174013,mscdex,0.6,1,false,1,0,467,0
2,246.174013,Trott,0.727273,41,true,22,37,33,0
3,246.174013,rvagg,0.428571,17,true,30,267,880,0
1,246.178187,Fishrock123,0.538462,17,true,20,93,2,1
1,246.174013,Fishrock123,0.583333,17,true,19,92,38,0
1,246.178187,sxa555,0,0,false,0,0,7366,1
1,246.178187,thefourtheye,0.4,75,true,32,49,4,0
1,246.178187,mtharrison,0,7,false,0,0,3,0
3,246.178187,jhamhader,0,5,false,0,0,66,0
1,246.178187,Skomski,0.25,51,true,9,44,17,0
1,246.178187,thefourtheye,0.421053,75,true,30,45,1382,0
0,246.174013,rvagg,0.384615,17,true,29,256,56,1
0,246.178187,thefourtheye,0.388889,75,true,29,45,13,1
0,246.178187,thefourtheye,0.352941,75,true,28,43,698,1
0,246.178187,thefourtheye,0.3125,75,true,27,43,700,1
3,246.169838,thefourtheye,0.333333,75,true,25,40,27,0
8,246.200088,bnoordhuis,0.75,29,true,19,59,6,1
1,246.200088,thefourtheye,0.357143,75,true,24,39,4,0
22,246.178187,thefourtheye,0.384615,75,true,23,37,242,0
1,246.200088,bnoordhuis,0.714286,29,true,16,57,0,1
1,246.169838,ChALkeR,0.5,3,true,1,5,3,1
1,246.169838,ChALkeR,0,3,true,0,4,19,1
1,246.169838,yjhjstz,0,4,false,1,0,-1,0
2,246.174013,brendanashworth,0.75,17,true,6,17,1895,0
2,246.174013,brendanashworth,0.666667,17,true,5,17,21933,1
3,246.178187,joaocgreis,1,3,true,10,26,633,1
10,246.174013,shigeki,1,7,true,2,22,169,1
1,246.201636,jasonkarns,0,12,false,0,0,1,1
1,246.201636,JungMinu,0,54,true,4,13,18,1
1,246.201636,mansona,0,4,false,0,0,-1,0
1,246.201636,thefourtheye,0.333333,75,true,21,35,846,1
1,246.201636,jasnell,0.285714,39,true,21,95,-1,0
1,246.201636,Fishrock123,0.545455,17,true,16,67,6,1
2,246.201636,Fishrock123,0.5,17,true,15,65,0,1
4,246.214161,indutny,0.4,17,true,11,44,0,1
1,246.214161,romankl,0.5,6,true,4,9,10257,1
1,246.214161,thefourtheye,0.363636,75,true,20,33,79,0
2,246.214161,Skomski,0.142857,51,true,8,44,151,1
1,246.214161,Trott,0.7,41,true,19,27,2,1
1,246.214161,Trott,0.666667,41,true,18,24,0,1
1,246.214161,Fishrock123,0.444444,17,true,15,62,3112,1
4,246.214161,Skomski,0,51,true,7,44,13,1
1,246.214161,pmq20,0,483,true,3,4,27,0
1,246.218337,Trott,625,41,true,16,22,7,1
1,246.217309,evanlucas,0.6,60,true,10,7,14,0
1,246.214161,evanlucas,0.5,60,true,9,7,12,1
3,246.214161,geek,0.2,28,true,5,7,6,0
1,246.214161,geek,0.25,28,true,4,4,13,0
1,246.214161,geek,0,28,true,3,3,16,1
2,246.214161,geek,0,28,true,1,2,4,0
6,246.214161,jasnell,0.307692,39,true,19,90,83,0
1,246.208895,silverwind,0.666667,34,true,3,7,46,0
0,246.214161,Fishrock123,375,17,true,11,58,1,1
1,246.216091,silverwind,0.5,34,true,1,6,19,1
2,246.213133,rvagg,0.333333,17,true,24,227,76,1
112,246.216091,rvagg,0.363636,17,true,22,227,-1,0
212,246.216091,ofrobots,1,11,true,3,33,3,0
67,246.177804,romankl,1,6,true,2,6,46,0
1,246.211916,rvagg,0.4,17,true,20,211,3,0
2,246.177804,rvagg,0.444444,17,true,18,206,194,0
