@relation 'metasploit-framework-data-weka.filters.unsupervised.attribute.AddExpression-Ea8/a8+0-Nstatus-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-N0-R0-D0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.AddExpression -E a8/a8+0 -N status-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant -A first -N 0 -R 0 -D 0 -F \"yyyy-MM-dd\\\'T\\\'HH:mm:ss\"-Fweka.filters.unsupervised.attribute.NumericToNominal -R first-Fweka.filters.unsupervised.attribute.Reorder -R last-first-Fweka.filters.unsupervised.attribute.Remove -R 1,2,3,4,5,8,9,10,11,12,18,19,20,21,22,23,24,25,26,27,28,29,30,31,39,40,46,52,53,67,68,69-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-V-R36,38,42,45,53'

@attribute requester {wchen-r7,hdm,FireFart,jlee-r7,acammack-r7,shipcod3,dmaloney-r7,timwr,wvu-r7,bcook-r7,d0lph1n98,bpatterson-r7,gmikeska-r7,jbarnett-r7,sempervictus,talos-arch3y,RubenRocha,dmohanty-r7,LennonCMJ,joevennix,farias-r7,OJ,all3g,nstarke,nikaiw,omriher,umerov1999,jhale85446,bigendiansmalls,wwebb-r7,ghettoeinstein,pedrib,shin-sugar-yi,flowztul,rastating,kfr-ma,psychomario,Sinkmanu,chrisdcmoore,lsato-r7,darkbushido,zeroSteiner,bcoles,nopnopnoppopopret,vysec,Atul9,todb-r7,princeofdarkness76,cdoughty-r7,mubix,g0tmi1k,jhart-r7,karllll,llmora,stufus,martinvigo,pyllyukko,madmike33,elia,radekk,r3naissance,busterb,joncave,sammbertram,jww519,m0t,KINGSABRI,jlmurray,hmoore-r7,addy-sh,jvoisin,jvazquez-r7,jakxx,fraf0,tomspencer,void-in,shuckins-r7,ccatalan-r7,xistence,brandonprry,securecurebt5,espreto,jaguasch,mandreko,metacom27,danilbaz,inkrypto,mcsaban,h0ng10,b6938236,earthquake,Meatballs1,MuhammetDilmac,scriptjunkie,MSadek-r7,samvartaka,crashbrz,Jack64,kernelsmith,altjx,AlexanderSalmin,justarandomuser,mfadzilr,alexcwatt,potmdehex,jabra-,kn0,St0rn,alexlipman1,crsanders,rcvalle,madmantm,vallejocc,rwhitcroft,h00die,leoloobeek,dmaasland,dozernz,datenschrott,blincoln682F048A,cldrn,t0nyhj,Karogh,trevrosen,jharms,HugoDelval,aushack,Th3R3p0,dnkolegov,benpturner,m-1-k-3,omarix,amatus,jsherwood0,kaospunk,cliffe,after100,sgonzalez-r7,erwanlr,sejr,dfreamon,TomSellers,mbuck-r7,lanjelot,gorums,ztgrace,limhoff-r7,lightsey,sekritskwurl,anantshri,matusso,nullbind,DrDinosaur,C-P-949,FrUh,andygoblins,pyrohaz4good,adamziaja,flashspys,disenchant,Jervelund,julianvilas,ricardojba,enioh,n0b1dy,enigma0x3,FerencSpala,jacksupinu,KoreLogicSecurity,vulp1n3,wez3,bannedit,snar5,bturner-r7,guikcd,nanomebia,claudijd,jvennix-r7,IMcPwn,BorjaMerino,sgabe,eyalgr,pdeardorff-r7,jstnkndy,b00stfr3ak,dlanner,EricGershman,dmooray,rcnunez,jduck,m7x,mzet-,bushwack,pielgrzym,E-Goldstein,techpeace,metasploitminute,andrew-morris,marcwickenden,EgiX,us3r777,Jaywalker,Lesage,headlesszeke,henshin,rasta-mouse,hacksysteam,spdfire,jezzus,mschloesser-r7,addenial,tatehansen,kbronstein,webstersprodigy,julioauto,itseco,FreedomCoder,agix,parzamendi-r7,dheiland-r7,fozavci,ikkini,fmunozs,plaguna,ir0njaw,paimei,0a2940,kost,ronibachar,rains31,dcnoren,sashs,todb,henryk,joridos,grutz,Ceenix,nnam,ringt,jakoblell,ChrisTruncer,johnhsawyer,Lutzy,epinna,OsandaMalith,iquaba,veritysr,darknight007,byt3bl33d3r,stamparm,nakilon,ytisf,philophobia78,msfcd3r,PagedeGeek,luisco,midnitesnake,nodeofgithub,AnwarMohamed,chrisukgit,attackdebris,84a0deba7af552d68c80a16b20cdef32,zombie042,TecR0c,mcfakepants,mercd,inokii,bugch3ck,tkisason,jholgui,mvdevnull,dougy2,0x41414141,arnaudsoullie,Zinterax,lsanchez-r7,Th4nat0s,allfro,herself,fillfish,musalbas,jjarmoc,abes975,dchan,gigstorm,p4tchw0rk,sensepost,mmetince,7a69,phikshun,0x3fcoma,Karmanovskii,dummys,jemjensen,rick2600,sappirate,net-ninja,mcantoni,trosen-r7,silascutler,ZeroChaos,bonsaiviking,Ensopado,kyuz0,malthusianhedonist,schierlm,sagishahar,jgor,Fr330wn4g3,ribeirux,sho-luv,aczire,j0hnf,bit4bit,R3dy,pyoor,bwall,dmaciejak,grimmlin,juushya,Mekanismen,rangercha,rsmudge,dukebarman,Ahmed-Elhady-Mohamed,ethack,jubaisamurai,shoxxdj,jiuweigui,g1ldedm1n1on,nieldk,kicks4kittens,totaldowner,rbsec,morisson,mwulftange,SeawolfRN,zeknox,floyd-fuh,trustedsec,russell,denandz,yehualiu,peto01,F1gure8,JonValt,corelanc0d3r,Bruk0ut,pnegry,ChrisJohnRiley,0pc0deFR,jhonnyboy,ethicalhack3r,averagesecurityguy,booboule,FiloSottile,titanous,Kentsson,MrXors,ddouhine,'7,3696E+069',3v0lver,Winterspite,TsCl,jwpari,alexiacole,SteveJM,jamcut,rwincey,nanotechz9l,MosDefAssassin,tyll,geyslan,sgaudet,tkrpata,shellster,dzruyk,CharlieEriksen,ndavis-r7,swtornio,Ruslaideemin,PsychoSpy,icewall,somename11111,viable-hartman,ll11010,frederic,kholia,alexmaloteaux,joernchen,staaldraad,frank2,modpr0be,froschi,Jimvin,Keebie4e,zyx2k,matthiaskaiser,jtesta,cmaruti,salcho,dougsko,twinvega,tasos-r7,darkoperator,c0mpound,cbgabriel,xard4s,steponequit,picchioni,carnal0wnage,dcbz,Console,nxnrt,linuxgeek247,viris,enaqx,nmonkee,gregory-m,marthieubean,andrewkabai,djmanilaice,steeve85,ant1,dominicwang,melihsarica,RogueBit,drimgere,msidagni,integgroll,heyder,jasbro,infodox,whoisshop,L1ghtn1ng,nahualito,ettisan,tmc,gerry,jrozner,smilingraccoon,nemski,SphaZ,lmercer-r7,rogueclown,truekonrads,kacpern,charles-n2netsec,digininja,Newpid0,svnk42,jselvi,danielemartini,defendtheworld,stephenfewer,bouk,espes,gspillman-r7,zgrace,gb2,SherifEldeeb,sput-nick,t0x1c-1,luh2,nikolai-r,msware,evil-e,malerisch,erran,mephos,bpoole,donctl,zombieCraig,esmnemon,satishb3,lincoln-corelan,erran-r7,sectorix,tdtds,dalton,v10l3nt,eddiezab,robin-francois,saintpatrick,jcran,calennert,phillips321,balgan,nevdull77,raesene,LittleLightLittleFire,tdoan-r7,lcashdol,sqlifuzzer,badishi,efraintorres,mrmee,3vi1john,justincmsf,rootman,graingert,johnnykv,wvandevanter,trolldbois,mdietz94,evilwurst,wireghoul,silviupopescu,juanvazquez,TheJacksonBrownie,b0telh0,alech,Datacut,wvandevanter-r7,ohdae,deadbyte,noperand,olliwolli,minlex,mak,matugm,syndrowm,ToxicRoot,jhartftw,threatagent,ygoltsev,sohilgarg,cd1zz,argp,Baldanos,davehull,chao-mu,okami41,andurin,mHarshal,dirtyfilthy,smorrison017,mbevand-r7,mboman,snarez,XeroHawk,exarkun634,d1n,neriberto,rickyz,tecknicaltom}
@attribute requester_succ_rate numeric
@attribute main_team_member {true,false}
@attribute integrator_follows_req {false,true}
@attribute status {0,1}

@data
todb-r7,0.896552,true,false,1
tkrpata,0,false,false,0
rbsec,0,false,false,1
FireFart,0.692308,false,false,1
Meatballs1,0.88,true,true,1
dzruyk,0,false,false,1
jvazquez-r7,0.961538,true,false,1
kost,1,false,false,1
jvazquez-r7,0.96139,true,false,1
jvennix-r7,0.714286,true,false,1
bturner-r7,0.866667,true,false,1
shellster,1,false,false,1
jvazquez-r7,0.96063,true,true,1
R3dy,0.789474,false,false,0
FireFart,0.666667,false,false,1
wchen-r7,0.927757,true,false,1
wchen-r7,0.927481,true,false,1
wchen-r7,0.931034,true,false,0
wchen-r7,0.934615,true,false,0
shellster,1,false,false,1
CharlieEriksen,0.8,false,false,1
CharlieEriksen,0.75,false,false,1
wchen-r7,0.934363,true,false,1
wchen-r7,0.934109,true,false,1
wchen-r7,0.933852,true,false,1
wchen-r7,0.933594,true,false,1
jvazquez-r7,0.960474,true,true,1
jvazquez-r7,0.960317,true,true,1
wchen-r7,0.933333,true,false,1
wchen-r7,0.933071,true,false,1
wchen-r7,0.932806,true,false,1
wchen-r7,0.93254,true,false,1
wchen-r7,0.932271,true,false,1
jvazquez-r7,0.960159,true,true,1
ndavis-r7,1,false,false,0
wchen-r7,932,true,false,1
todb-r7,0.894118,true,false,1
zeroSteiner,1,false,false,1
wchen-r7,0.931727,true,false,1
wchen-r7,0.935484,true,false,0
ndavis-r7,1,false,false,1
jvennix-r7,0.7,true,false,1
swtornio,0.982759,true,false,1
g0tmi1k,0.823529,false,false,1
jvazquez-r7,0.96,true,true,1
wchen-r7,0.935223,true,false,1
ndavis-r7,0,false,false,1
todb-r7,0.892857,true,false,1
jvazquez-r7,0.959839,true,true,1
wchen-r7,0.934959,true,false,1
wchen-r7,0.934694,true,false,1
hmoore-r7,0.944444,true,true,1
wchen-r7,0.938525,true,false,0
Ruslaideemin,875,false,false,0
jlee-r7,0.954128,true,true,1
jvazquez-r7,0.959677,true,true,1
juushya,0.5,true,false,1
bcoles,0.882353,false,false,1
wchen-r7,0.938272,true,false,1
jvazquez-r7,0.959514,true,true,1
jvennix-r7,0.684211,true,false,1
jvazquez-r7,0.95935,true,true,1
jvazquez-r7,0.959184,true,false,1
jvazquez-r7,0.959016,true,true,1
rsmudge,0.941176,false,false,0
wchen-r7,0.938017,true,false,1
jvazquez-r7,0.958848,true,true,1
todb-r7,0.891566,true,false,1
dmaloney-r7,825,true,true,1
bcoles,875,false,false,1
PsychoSpy,625,false,false,1
jvennix-r7,0.722222,true,false,0
jvazquez-r7,0.958678,true,true,1
PsychoSpy,0.571429,false,false,1
wchen-r7,0.937759,true,false,1
todb-r7,0.890244,true,false,1
sagishahar,1,false,false,1
Meatballs1,0.891304,true,false,0
Meatballs1,0.888889,true,true,1
m-1-k-3,0.826923,false,true,0
jlee-r7,0.953704,true,false,1
jvazquez-r7,0.958506,true,true,1
todb-r7,0.888889,true,true,1
R3dy,0.833333,false,false,0
icewall,0,false,false,0
CharlieEriksen,0.666667,false,false,1
somename11111,1,false,false,0
m-1-k-3,0.823529,false,false,1
todb-r7,0.8875,true,false,1
todb-r7,0.886076,true,false,1
wchen-r7,0.9375,true,false,1
m-1-k-3,0.82,false,false,1
jvennix-r7,0.764706,true,false,0
viable-hartman,0,false,false,0
BorjaMerino,0.571429,false,false,1
ll11010,0,false,false,1
sempervictus,0.364865,false,false,1
mwulftange,1,false,false,1
jvennix-r7,0.75,true,false,1
m-1-k-3,0.816327,false,false,1
m-1-k-3,0.833333,false,false,0
wchen-r7,0.937238,true,false,1
wchen-r7,0.936975,true,false,1
allfro,0.666667,true,false,1
AnwarMohamed,1,false,false,0
todb-r7,0.884615,true,false,1
todb-r7,0.883117,true,false,1
frederic,0,false,false,1
AnwarMohamed,0,false,false,1
todb-r7,0.881579,true,true,1
kholia,0.75,false,false,1
jvazquez-r7,0.958333,true,true,1
jvazquez-r7,0.958159,true,true,1
jvazquez-r7,0.957983,true,true,1
alexmaloteaux,0.6,false,false,1
joernchen,1,false,false,1
Meatballs1,0.886364,true,false,1
wvu-r7,0.75,true,false,0
wvu-r7,1,true,false,0
jlee-r7,0.953271,true,false,1
Meatballs1,0.883721,true,true,1
wvu-r7,1,true,false,1
veritysr,0.666667,false,false,1
veritysr,0.5,false,false,1
wchen-r7,0.936709,true,false,1
wchen-r7,0.940678,true,false,0
Meatballs1,0.880952,true,false,1
jvazquez-r7,0.957806,true,false,1
webstersprodigy,1,false,false,1
todb-r7,0.88,true,false,1
ZeroChaos,0,false,false,1
wchen-r7,0.940426,true,false,1
wchen-r7,0.940171,true,false,1
jvazquez-r7,0.957627,true,false,1
viable-hartman,0,false,false,0
rcvalle,0.666667,false,false,1
morisson,1,false,false,1
todb,0,false,false,1
jvazquez-r7,0.957447,true,false,1
Meatballs1,0.902439,true,false,0
wchen-r7,0.939914,true,false,1
dmaloney-r7,0.820513,true,false,1
shuckins-r7,0.8,true,false,1
jvennix-r7,0.733333,true,false,1
webstersprodigy,1,false,false,1
Meatballs1,0.9,true,false,1
webstersprodigy,1,false,false,1
Meatballs1,0.923077,true,false,0
jgor,0.666667,false,false,1
veritysr,0,false,false,1
m-1-k-3,0.829787,false,false,1
jvazquez-r7,0.957265,true,true,1
jvazquez-r7,0.957082,true,false,1
jvazquez-r7,0.956897,true,false,1
jvennix-r7,0.714286,true,false,1
lsanchez-r7,1,true,false,1
jvennix-r7,0.692308,true,false,1
wchen-r7,0.939655,true,false,1
jvazquez-r7,0.95671,true,true,1
todb-r7,0.878378,true,false,1
jlee-r7,0.95283,true,true,1
wchen-r7,0.939394,true,false,1
shuckins-r7,0.75,true,false,1
jvazquez-r7,0.956522,true,false,1
rcvalle,0.5,false,false,1
jvennix-r7,0.666667,true,false,1
jiuweigui,0,false,false,1
staaldraad,0,false,false,1
jlee-r7,0.961905,true,false,0
alexmaloteaux,0.666667,false,false,0
mubix,0.787234,false,true,1
mubix,0.804348,false,false,0
wvu-r7,1,true,false,1
jvazquez-r7,0.956332,true,true,1
ddouhine,0,false,false,1
g0tmi1k,875,false,false,0
g0tmi1k,0.866667,false,false,1
g0tmi1k,0.857143,false,false,1
g0tmi1k,0.846154,false,false,1
g0tmi1k,0.833333,false,false,1
wchen-r7,0.93913,true,false,1
sempervictus,0.356164,false,false,1
wchen-r7,0.938865,true,false,1
wchen-r7,0.938596,true,false,1
jvazquez-r7,0.95614,true,true,1
wchen-r7,0.938326,true,false,1
jvazquez-r7,0.960352,true,false,0
jlee-r7,0.961538,true,false,1
lsanchez-r7,1,true,false,1
wchen-r7,0.938053,true,false,1
jvazquez-r7,0.960177,true,true,1
frank2,0,false,false,0
modpr0be,1,true,false,1
frank2,0,false,false,0
frank2,0,false,false,0
jlee-r7,0.961165,true,true,1
Meatballs1,0.921053,true,false,1
froschi,0,false,false,1
sempervictus,0.347222,false,false,1
jvazquez-r7,0.96,true,true,1
Meatballs1,0.918919,true,false,1
Jimvin,0,true,false,0
wchen-r7,0.937778,true,false,1
Meatballs1,0.944444,true,false,0
wchen-r7,0.9375,true,false,1
wchen-r7,0.93722,true,false,1
wchen-r7,0.936937,true,false,1
wchen-r7,0.936652,true,false,1
wchen-r7,0.936364,true,false,1
wchen-r7,0.936073,true,false,1
wchen-r7,0.93578,true,false,1
wchen-r7,0.935484,true,false,1
wchen-r7,0.935185,true,false,1
ringt,0.8,false,false,0
g0tmi1k,0.818182,false,false,1
g0tmi1k,0.8,false,false,1
g0tmi1k,0.777778,false,false,1
g0tmi1k,0.75,false,false,1
g0tmi1k,0.714286,false,false,1
g0tmi1k,0.666667,false,false,1
g0tmi1k,0.6,false,false,1
g0tmi1k,0.5,false,false,1
g0tmi1k,0.5,false,false,1
wchen-r7,0.934884,true,false,1
todb-r7,0.876712,true,false,1
hmoore-r7,0.942857,true,false,1
wchen-r7,0.934579,true,false,1
wchen-r7,0.934272,true,false,1
dmaloney-r7,0.842105,true,false,0
ricardojba,0,false,false,1
jlee-r7,0.960784,true,false,1
todb-r7,875,true,false,1
g0tmi1k,1,false,false,0
modpr0be,1,false,false,1
modpr0be,1,false,false,1
shellster,1,false,false,1
jvazquez-r7,0.959821,true,true,1
bwall,1,true,false,1
wchen-r7,0.933962,true,false,1
wchen-r7,0.933649,true,false,1
jlee-r7,0.960396,true,false,1
wchen-r7,0.938095,true,false,0
averagesecurityguy,0.9,false,false,1
dmaloney-r7,0.837838,true,true,1
swtornio,0.982456,true,false,1
g0tmi1k,0,false,false,1
jlee-r7,0.96,true,false,1
swtornio,0.982143,true,true,1
Keebie4e,0,false,false,1
jvazquez-r7,0.959641,true,true,1
jlee-r7,0.959596,true,false,1
zyx2k,0,false,false,1
wchen-r7,0.937799,true,false,1
wchen-r7,0.9375,true,false,1
jvazquez-r7,0.959459,true,true,1
ringt,0.75,false,false,1
hmoore-r7,0.941176,true,true,1
hmoore-r7,0.939394,true,false,1
wchen-r7,0.937198,true,false,1
jvazquez-r7,0.959276,true,true,1
morisson,1,false,false,1
matthiaskaiser,0,false,false,1
sempervictus,0.342857,false,false,1
swtornio,0.981818,true,true,1
jvazquez-r7,0.959091,true,true,1
swtornio,0.981481,true,true,1
wchen-r7,0.936893,true,false,1
mwulftange,0,false,false,1
jvazquez-r7,0.958904,true,true,1
jlee-r7,0.959184,true,false,1
jtesta,0,false,false,0
kernelsmith,0.694444,true,false,0
wchen-r7,0.936585,true,false,1
wchen-r7,0.936275,true,false,1
wchen-r7,0.935961,true,false,1
swtornio,0.981132,true,false,1
swtornio,0.980769,true,false,1
swtornio,0.980392,true,false,1
cmaruti,0.4,false,false,1
wchen-r7,0.935644,true,false,1
swtornio,0.98,true,false,1
wchen-r7,0.935323,true,false,1
salcho,0,false,false,1
jlee-r7,0.958763,true,true,1
bonsaiviking,625,false,false,0
jvazquez-r7,0.958716,true,true,1
dougsko,625,true,false,0
dougsko,0.714286,true,false,0
wchen-r7,935,true,false,1
twinvega,1,false,false,1
mandreko,0.888889,false,false,1
mandreko,875,false,false,1
swtornio,0.979592,true,true,1
swtornio,0.979167,true,true,1
swtornio,0.978723,true,true,1
swtornio,0.978261,true,true,1
jvazquez-r7,0.958525,true,true,1
wchen-r7,0.934673,true,false,1
wchen-r7,0.934343,true,false,1
wchen-r7,0.93401,true,false,1
jvazquez-r7,0.958333,true,true,1
hmoore-r7,0.9375,true,true,1
swtornio,0.977778,true,false,1
swtornio,0.977273,true,false,1
swtornio,0.976744,true,false,1
swtornio,0.97619,true,false,1
swtornio,0.97561,true,false,1
swtornio,975,true,false,1
juushya,0.4,true,false,1
wvu-r7,0,true,false,1
wchen-r7,0.933673,true,false,1
wchen-r7,0.933333,true,false,1
Jimvin,0,false,false,0
Ruslaideemin,0.857143,false,false,1
Ruslaideemin,0.833333,false,false,1
Ruslaideemin,0.8,false,false,1
Ruslaideemin,0.75,false,false,1
wchen-r7,0.93299,true,false,1
wchen-r7,0.932642,true,false,1
juushya,0.5,true,false,0
dougsko,0.833333,true,false,0
tasos-r7,0.92,true,false,1
jvazquez-r7,0.95814,true,true,1
jlee-r7,0.958333,true,false,1
jlee-r7,0.957895,true,false,1
jvazquez-r7,0.957944,true,true,1
brandonprry,0.533333,false,false,1
shuckins-r7,0.666667,true,false,1
todb-r7,0.873239,true,false,1
jlee-r7,0.957447,true,false,1
jvennix-r7,0.636364,true,false,1
ddouhine,0,false,false,0
jvazquez-r7,0.957746,true,true,1
wchen-r7,0.932292,true,false,1
todb-r7,0.871429,true,false,1
todb-r7,0.869565,true,false,1
Ruslaideemin,0.666667,false,false,1
darkoperator,0.73913,false,true,1
Ruslaideemin,0.5,false,false,1
Ruslaideemin,1,false,false,0
jsherwood0,1,false,false,1
jvazquez-r7,0.957547,true,true,1
todb-r7,0.867647,true,true,1
dmaloney-r7,0.833333,true,false,1
ringt,0.666667,false,false,1
jvazquez-r7,0.957346,true,true,1
juushya,0.333333,false,false,1
juushya,0.5,false,false,0
juushya,0,false,false,1
juushya,0,false,false,0
wchen-r7,0.931937,true,false,1
wchen-r7,0.931579,true,false,1
c0mpound,0,false,false,0
wchen-r7,0.931217,true,false,1
ringt,0.5,false,false,1
swtornio,0.974359,true,false,1
dougsko,1,true,false,0
cbgabriel,0.25,false,false,1
cbgabriel,0.333333,false,false,0
xard4s,1,false,false,1
steponequit,1,false,false,1
dmaloney-r7,0.828571,true,false,1
picchioni,1,false,false,1
cbgabriel,0.5,false,false,0
dmaloney-r7,0.823529,true,false,1
Ruslaideemin,0,false,false,1
xard4s,1,false,false,1
wchen-r7,0.930851,true,false,1
dmaloney-r7,0.818182,true,false,1
BorjaMerino,0.666667,false,false,0
swtornio,0.973684,true,true,1
swtornio,0.972973,true,true,1
swtornio,0.972222,true,true,1
swtornio,0.971429,false,true,1
swtornio,0.970588,false,true,1
carnal0wnage,0.5,true,false,1
carnal0wnage,1,true,false,0
swtornio,0.969697,false,true,1
wchen-r7,0.930481,true,false,1
jvazquez-r7,0.957143,true,true,1
swtornio,0.96875,false,false,1
swtornio,0.967742,false,false,1
jvazquez-r7,0.956938,true,false,1
espreto,0.6,false,false,1
espreto,0.5,false,false,1
morisson,1,false,false,1
bonsaiviking,0.714286,false,false,0
jlee-r7,0.956989,true,false,1
todb-r7,0.865672,true,false,1
morisson,1,false,false,1
dcbz,1,false,false,1
dcbz,1,false,false,1
zeroSteiner,1,false,false,1
wchen-r7,0.930108,true,false,1
todb-r7,0.863636,true,true,1
jlee-r7,0.956522,true,true,1
dmaloney-r7,0.8125,true,true,1
wchen-r7,0.92973,true,false,1
zeroSteiner,1,false,false,1
Console,1,true,false,1
nxnrt,0,false,false,0
jvazquez-r7,0.956731,true,true,1
darknight007,0,false,false,1
dmaloney-r7,0.806452,true,false,1
limhoff-r7,0.961538,true,false,1
dmaloney-r7,0.8,true,false,1
mandreko,0.857143,false,false,1
todb-r7,0.861538,true,true,1
todb-r7,0.859375,true,true,1
linuxgeek247,0.5,false,false,1
xard4s,1,false,false,1
linuxgeek247,0.6,false,false,0
jsherwood0,1,false,false,1
jvennix-r7,0.6,true,false,1
ringt,0,false,false,1
ringt,0,false,false,0
jlee-r7,0.956044,true,true,1
limhoff-r7,0.96,true,false,1
jlee-r7,0.955556,true,true,1
agix,0.75,true,false,0
agix,0.714286,true,false,1
jvazquez-r7,0.956522,true,true,1
jsherwood0,1,false,false,1
dcbz,1,false,false,1
limhoff-r7,0.958333,true,false,1
limhoff-r7,0.956522,true,false,1
viris,1,false,false,1
viris,0,false,false,1
lsanchez-r7,0,false,false,1
alexmaloteaux,625,false,false,1
limhoff-r7,0.954545,true,false,1
jvennix-r7,0.666667,true,false,0
h0ng10,875,false,false,1
dmaloney-r7,0.793103,true,false,1
bannedit,0,false,true,1
linuxgeek247,0.75,false,false,0
linuxgeek247,1,false,false,0
dmaloney-r7,0.785714,true,false,1
sempervictus,0.347826,false,false,0
dmaloney-r7,0.814815,true,false,0
jsherwood0,0,false,false,1
limhoff-r7,0.952381,true,false,1
wchen-r7,0.929348,true,false,1
jduck,1,false,true,1
jduck,1,false,true,1
jvazquez-r7,0.956311,true,true,1
wchen-r7,0.928962,true,false,1
agix,0.666667,true,false,1
BorjaMerino,0.6,false,false,1
jvazquez-r7,0.956098,true,true,1
wchen-r7,0.928571,true,false,1
espreto,0.333333,false,false,1
espreto,0,false,false,1
enaqx,0,false,false,1
tasos-r7,0.916667,true,false,1
limhoff-r7,0.95,true,false,1
mubix,0.8,true,true,1
wchen-r7,0.928177,true,false,1
wchen-r7,0.927778,true,false,1
jvazquez-r7,0.955882,true,true,1
espreto,0,false,false,0
espreto,0,false,false,0
jlee-r7,0.955056,true,true,1
mubix,0.795455,true,true,1
limhoff-r7,0.947368,true,false,1
m-1-k-3,0.826087,false,false,1
m-1-k-3,0.822222,false,false,1
m-1-k-3,0.818182,false,false,1
dmaloney-r7,0.807692,true,false,1
wchen-r7,0.927374,true,false,1
hmoore-r7,0.935484,true,false,1
shuckins-r7,1,true,false,0
nmonkee,875,false,false,0
nmonkee,0.903226,false,false,0
nmonkee,0.933333,false,false,0
nmonkee,0.931034,false,false,1
jvazquez-r7,0.955665,true,true,1
Meatballs1,0.942857,true,true,1
todb-r7,0.857143,true,false,1
wchen-r7,0.926966,true,false,1
jvazquez-r7,0.955446,true,false,1
wchen-r7,0.926554,true,false,1
tasos-r7,0.913043,true,false,1
kernelsmith,0.685714,true,false,1
gregory-m,0.75,false,false,1
gregory-m,0.818182,false,false,0
gregory-m,0.9,false,false,0
Meatballs1,0.941176,true,true,1
jvennix-r7,625,true,false,1
rsmudge,0.94,true,false,1
marthieubean,0,false,false,1
jvennix-r7,0.714286,true,false,0
jvennix-r7,0.666667,false,false,1
Meatballs1,0.939394,false,true,1
wchen-r7,0.926136,true,false,1
Meatballs1,0.9375,false,false,1
Meatballs1,0.967742,false,false,0
Meatballs1,0.966667,false,false,1
jvennix-r7,0.6,false,false,1
jvazquez-r7,0.955224,true,false,1
jlee-r7,0.954545,true,false,1
wchen-r7,0.925714,true,false,1
FireFart,0.727273,false,false,0
jvazquez-r7,955,true,true,1
shuckins-r7,1,true,false,1
andrewkabai,1,true,false,1
djmanilaice,0,false,false,0
jvazquez-r7,0.954774,true,true,1
wchen-r7,0.925287,true,false,1
xard4s,0,false,false,1
wchen-r7,0.930636,true,false,0
jvazquez-r7,0.954545,true,true,1
todb-r7,0.854839,true,true,1
andrewkabai,1,true,false,1
steeve85,0,false,false,0
ant1,0,false,false,1
schierlm,0.733333,false,false,1
Meatballs1,0.965517,false,false,1
todb-r7,0.852459,true,true,1
FireFart,0.7,false,false,1
sempervictus,0.338235,false,false,1
sempervictus,0.343284,false,false,0
jvazquez-r7,0.954315,true,true,1
jvazquez-r7,0.954082,true,true,1
andrewkabai,0,true,false,1
PsychoSpy,0.5,false,false,1
jlee-r7,0.954023,true,true,1
jhart-r7,1,false,false,1
averagesecurityguy,0.888889,false,false,1
Meatballs1,0.964286,false,false,1
wchen-r7,0.930233,true,false,1
jlee-r7,0.953488,true,false,1
dougsko,1,true,false,1
h0ng10,0.857143,false,false,1
wchen-r7,0.935673,true,false,0
bturner-r7,0.857143,true,false,1
jlee-r7,0.952941,true,false,1
sempervictus,0.333333,false,false,1
bturner-r7,0.846154,true,false,1
fozavci,0,false,false,0
sempervictus,0.338462,false,false,0
jlee-r7,0.952381,true,false,1
mubix,0.790698,true,true,1
mubix,0.809524,true,false,0
m-1-k-3,0.813953,true,false,1
dominicwang,0,false,false,0
todb-r7,0.85,true,false,1
hmoore-r7,0.933333,true,false,1
sempervictus,0.328125,false,false,1
jlee-r7,0.951807,true,false,1
melihsarica,0,false,false,1
RogueBit,0,false,false,0
jhart-r7,1,false,false,1
mandreko,0.833333,true,false,1
jhart-r7,0,false,false,1
timwr,0,true,false,1
m-1-k-3,0.809524,true,false,1
bturner-r7,0.833333,true,false,1
jlee-r7,0.95122,true,true,1
allfro,1,false,false,0
m-1-k-3,0.804878,true,false,1
hmoore-r7,0.931034,true,false,1
drimgere,0,false,false,1
m-1-k-3,0.8,true,false,1
jvazquez-r7,0.953846,true,true,1
jvazquez-r7,0.953608,true,true,1
jvazquez-r7,0.953368,true,true,1
m-1-k-3,0.794872,true,false,1
agix,0.6,true,false,1
tasos-r7,0.909091,true,false,1
limhoff-r7,0.944444,true,false,1
todb-r7,0.847458,true,true,1
jvazquez-r7,0.953125,true,true,1
m-1-k-3,0.789474,true,true,1
m-1-k-3,0.783784,true,false,1
BorjaMerino,0.5,false,false,1
tasos-r7,0.904762,true,false,1
bturner-r7,0.818182,true,false,1
jlee-r7,0.950617,true,false,1
agix,0.5,true,false,1
nmonkee,0.928571,false,false,1
sempervictus,0.31746,false,false,1
agix,0.333333,true,false,1
nmonkee,0.925926,false,false,1
nmonkee,0.923077,false,false,1
tasos-r7,0.9,true,false,1
